碳排放_carbon_emission_kg (kgCO2/KM/d),人口密度 (千人/km²),办公POI数量 (个),居住POI数量 (个),道路密度 (KM/KM²),地铁站点数量 (个),公交站点数量 (个),标准化土地混合熵,到市中心距离 (km),到最近公交距离 (km)
-0.122781697665451,-0.567877137955571,-0.486960091309407,-0.299682645169482,0.2098794522076248,-0.246380605088077,-0.521832175846149,0.4242008031028199,0.2770623156078152,-0.125166925011914
-0.0197549914588215,-0.567877137955571,-0.449051721211922,-0.299682645169482,0.5847767552258633,-0.246380605088077,-0.521832175846149,0.7004673113949321,0.2372445077733092,-0.270015938660725
-0.131000176172678,-0.659024203957296,-0.411143351114437,-0.196067798218962,-0.0673188101221632,-0.246380605088077,-0.521832175846149,-0.039818011107282,0.201088354485817,-0.396635562767779
0.1199950014392206,-0.659024203957296,-0.259509870724497,-0.299682645169482,1.110896394079096,-0.246380605088077,-0.521832175846149,0.9569052507426224,0.1687504223348051,-0.362962669287777
-0.212899780374213,-0.659024203957296,-0.221601500627012,-0.0924529512684427,-0.0679917625431831,-0.246380605088077,-0.521832175846149,0.906590024469928,0.1403783811993923,-0.292146681805826
-0.111260209532809,-0.659024203957296,0.0816654601528678,-0.299682645169482,-0.900906932575244,-0.246380605088077,-0.521832175846149,0.7902847515041729,0.1161081197352888,-0.150328322949613
-0.102578523047005,-0.659024203957296,-0.145784760432042,-0.0579146689516027,0.7566761995882297,3.881805065270669,-0.521832175846149,0.7271571775610384,0.0960608398987007,-0.0386153633802299
-0.180225442865257,-0.659024203957296,0.4986575312252034,-0.299682645169482,-0.601696583079957,-0.246380605088077,-0.521832175846149,0.4946655377961351,0.0803402730558173,-0.252844937391498
-0.320504251545397,-0.659024203957296,-0.259509870724497,-0.368759209803162,-0.733576326936323,-0.246380605088077,-0.521832175846149,0.3327645633217393,0.0690301518412742,-0.400308109833291
-0.219749434929183,-0.659024203957296,0.1953905704453229,-0.0924529512684427,-0.813375969992313,-0.246380605088077,-0.521832175846149,0.668555508674459,0.0621920509659638,-0.39625199764139
-0.278570115625065,-0.617676461956514,0.6881993817126285,0.149315024949437,-1.08580668905638,-0.246380605088077,-0.521832175846149,0.6389734440025058,0.0598637541969206,-0.405327698846535
-0.142501250426855,-0.617676461956514,0.6123826415176584,-0.0924529512684427,-0.67094440838026,-0.246380605088077,-0.521832175846149,0.4848481307504956,0.0620582271688052,-0.257027761947363
-0.210374383976513,-0.617676461956514,-0.449051721211922,-0.265144362852642,-0.838947665345438,-0.246380605088077,-0.521832175846149,-0.0899784956171536,0.0687632484345573,-0.265694675134709
-0.0500543493402126,-0.617676461956514,-0.0320596501395873,0.0457001779989171,-0.645744173154223,-0.246380605088077,-0.521832175846149,0.8490609405614848,0.0799417574517105,-0.466223205368351
0.8025799305351732,-0.634319577956829,2.811068107171792,6.81520351209955,-0.239704516633662,3.881805065270669,0.7164136651447135,0.524238513137773,0.0955328608078791,-0.688836751411512
0.2267100761893216,-0.634319577956829,0.953557972395024,0.2874681542167969,-0.0159535800807232,-0.246380605088077,-0.521832175846149,0.6818918820095475,0.1154534568556603,-0.561404903162935
-0.233394592811746,-0.634319577956829,-0.411143351114437,-0.265144362852642,-0.760656235424509,-0.246380605088077,-0.521832175846149,0.6187035993857856,0.1396003676528819,-0.422160597866128
-0.305008252958436,-0.634319577956829,-0.145784760432042,-0.368759209803162,-1.23535306822064,-0.246380605088077,-0.521832175846149,-0.884781769069059,0.1678528733930511,-0.243664315543426
-0.370056269027813,-0.627688336956703,0.4607491611277183,-0.334220927486322,-0.987137842708936,-0.246380605088077,-0.521832175846149,0.6580633948565242,0.2000754753328338,-0.0611726253054812
-0.470833958536127,-0.627688336956703,-0.259509870724497,-0.368759209803162,-0.793351462398026,-0.246380605088077,-0.521832175846149,0.1434978310273611,0.2361208117496663,0.159779701701937
-0.401182536869566,-0.627688336956703,-0.221601500627012,-0.334220927486322,-1.18181959644613,-0.246380605088077,-0.521832175846149,0.3571164726983942,0.2758325382622102,0.3975415591852116
-0.452188257971668,-0.627688336956703,0.3849324209327482,-0.0579146689516027,-0.720941233443065,-0.246380605088077,-0.521832175846149,0.9444009377108036,0.3190481075282615,0.643651425435607
-0.518877494487308,-0.627688336956703,-0.0699680202370724,-0.368759209803162,-0.204737882735444,-0.246380605088077,-0.521832175846149,0.252497089599584,0.3656013560827721,0.894408291659524
-0.497375923257234,-0.627688336956703,0.3091156807377781,-0.334220927486322,-1.2179917615665,-0.246380605088077,-0.521832175846149,0.2684941632375289,0.4153248186564692,0.7963601930917142
-0.562061550023297,-0.627688336956703,0.4228407910302332,-0.0233763866347627,-0.386010277420981,-0.246380605088077,-0.521832175846149,0.5177952025366445,0.4680517573972565,0.5526762886833421
-0.565660894947802,-0.627688336956703,-0.0320596501395873,-0.368759209803162,-1.14467421156289,-0.246380605088077,-0.521832175846149,0.5837262502986252,0.5236178850313581,0.3172234045052017
-0.570388134299542,-0.627688336956703,-0.449051721211922,-0.368759209803162,-0.74141127904826,-0.246380605088077,-0.521832175846149,-0.739924436102739,0.5818627630974856,0.0967425318049691
-0.570388134299542,-0.627688336956703,-0.411143351114437,-0.368759209803162,-1.20446820932569,-0.246380605088077,-0.521832175846149,0.1434978310273611,0.6426309318542086,-0.0939361593344455
-0.570388134299542,-0.627688336956703,-0.449051721211922,-0.368759209803162,-1.14175057790375,-0.246380605088077,-0.521832175846149,-1.98291389408972,0.7057727425122833,-0.277599649393231
-0.570388134299542,-0.627688336956703,-0.486960091309407,-0.368759209803162,-0.0826649528262603,-0.246380605088077,-0.521832175846149,-1.98291389408972,0.7711449693551578,-0.476560992429256
-0.570388134299542,-0.627688336956703,-0.449051721211922,-0.334220927486322,-0.541254476642933,-0.246380605088077,-0.521832175846149,0.2701216908036588,0.8386112080365606,-0.511887382851744
-0.227314081526815,-0.627688336956703,-0.373234981016952,0.0111618956820771,0.0621989554153072,-0.246380605088077,-0.521832175846149,0.4592258428878395,0.4980296295946876,0.543708903751572
0.5677813307989137,-0.627688336956703,-0.411143351114437,-0.368759209803162,-0.318597010457891,-0.246380605088077,-0.521832175846149,-0.629331081225301,0.4379293325234125,0.548944944476084
1.2738347940888577,-0.627688336956703,1.067283082687479,-0.126991233585282,0.0937759949268046,-0.246380605088077,-0.521832175846149,0.6185287334936371,0.3805132195017934,0.3262358002250178
2.0704481402520463,-0.627688336956703,2.924793217464247,0.114776742632597,0.904684152472364,-0.246380605088077,-0.521832175846149,0.6587582226152238,0.3259529148644479,0.0862288555815391
1.9199597020753008,-0.627688336956703,0.3470240508352631,-0.0924529512684427,1.2680668998200857,-0.246380605088077,-0.521832175846149,1.026915559778148,0.2744253130519819,-0.136649947370209
2.1460638012939603,-0.627688336956703,-0.297418240821982,-0.161529515902122,1.6130653739222411,-0.246380605088077,-0.521832175846149,0.94154714885426,0.2261111384507615,-0.316356893985946
0.9279187738676508,-0.627688336956703,-0.449051721211922,-0.299682645169482,2.332288870191518,-0.246380605088077,-0.521832175846149,0.5586009495429742,0.1811930943572761,-0.386301720115524
0.4600141911918655,-0.58790088695595,-0.449051721211922,-0.265144362852642,2.0040493051564887,-0.246380605088077,-0.521832175846149,0.7516539442109444,0.139853668148797,-0.41230463283924
0.624246320915362,-0.58790088695595,-0.335326610919467,-0.230606080535802,1.3600551792693398,3.881805065270669,0.097290744649282,0.5972999613857104,0.1022725192897165,-0.638900861415132
0.555738358165939,-0.58790088695595,1.5600918939547848,0.0111618956820771,2.123633014742788,-0.246380605088077,-0.521832175846149,0.9374275607490145,0.0686235445072095,-0.613014964405892
0.021391473846428,-0.58790088695595,-0.449051721211922,-0.161529515902122,0.6515090122684846,-0.246380605088077,-0.521832175846149,0.7360210943704657,0.0390716473881639,-0.519680593059678
-0.0088716588029144,-0.574638403955699,-0.221601500627012,-0.334220927486322,0.6232010392314822,-0.246380605088077,-0.521832175846149,0.3038177397509984,0.0137693339829445,-0.305779197820233
-0.168330045811597,-0.574638403955699,-0.259509870724497,-0.265144362852642,2.001040524657477,-0.246380605088077,-0.521832175846149,1.0122925339071367,-0.0071467649614417,-0.121439918765673
-0.374080804433179,-0.574638403955699,-0.449051721211922,0.0457001779989171,1.0712638942057708,-0.246380605088077,-0.521832175846149,0.4252896024153608,-0.0235592543752149,-0.378745289408713
-0.433936582772289,-0.574638403955699,-0.107876390334557,-0.368759209803162,0.4035885234914453,-0.246380605088077,0.097290744649282,0.158445913602342,-0.0353730752981004,-0.621218986839219
-0.266828843697499,-0.627688336956703,0.2712073106402931,-0.299682645169482,1.600144468100232,-0.246380605088077,0.097290744649282,-0.288421079725735,-0.0425181420286301,-0.623470545401027
-0.167057142735622,-0.627688336956703,0.1195738302503528,-0.0579146689516027,1.201333141321817,-0.246380605088077,0.097290744649282,0.9302513490325328,-0.0449513776344466,-0.625048853458225
0.0783028272758145,-0.627688336956703,0.1574822003478379,-0.265144362852642,0.8974274983922514,-0.246380605088077,-0.521832175846149,0.4518363902020473,-0.0426579926971946,-0.380983307260397
0.4585000222710165,-0.627688336956703,0.2712073106402931,-0.196067798218962,-0.65057089257746,-0.246380605088077,-0.521832175846149,0.3476138387160636,-0.0356519255361717,-0.498604424439933
1.4111886842142185,-0.634319577956829,-0.145784760432042,0.3565447188504768,-0.912159140414056,-0.246380605088077,-0.521832175846149,0.5156791706098861,-0.0239754334292238,-0.534298755489458
1.2096701238255108,-0.634319577956829,0.0058487199578977,0.0802384603157571,-1.05057623046201,-0.246380605088077,0.7164136651447135,0.4864130764545087,-0.0076978264456737,-0.659184686298316
-0.209054132957307,-0.634319577956829,-0.449051721211922,-0.0233763866347627,-0.550714158062679,-0.246380605088077,-0.521832175846149,0.7385689354885714,0.0130865366194401,-0.48398704493372
