grid_id,休闲_density,办公_density,公共服务_density,交通设施_density,居住_density,total_density
1058,668.0,132.0,400.0,180.0,216.0,1596.0
1059,4696.0,380.0,1640.0,300.0,512.0,7528.0
1060,1636.0,52.0,736.0,272.0,656.0,3352.0
1061,760.0,264.0,364.0,264.0,1352.0,3004.0
1062,1240.0,268.0,496.0,308.0,1012.0,3324.0
1063,1388.0,376.0,736.0,308.0,1952.0,4760.0
1064,2516.0,280.0,2184.0,400.0,1404.0,6784.0
1065,3204.0,164.0,1468.0,368.0,312.0,5516.0
1066,1264.0,128.0,364.0,316.0,276.0,2348.0
1067,3604.0,140.0,712.0,380.0,464.0,5300.0
1068,1156.0,220.0,652.0,408.0,1688.0,4124.0
1069,856.0,328.0,352.0,280.0,1136.0,2952.0
1070,636.0,140.0,356.0,460.0,220.0,1812.0
1071,392.0,52.0,184.0,184.0,80.0,892.0
1072,672.0,200.0,400.0,380.0,1144.0,2796.0
1073,1148.0,256.0,360.0,184.0,440.0,2388.0
1074,648.0,164.0,372.0,232.0,404.0,1820.0
1075,1692.0,948.0,716.0,316.0,792.0,4464.0
1076,2384.0,868.0,1188.0,268.0,520.0,5228.0
1077,324.0,200.0,252.0,164.0,124.0,1064.0
1078,1000.0,252.0,564.0,288.0,372.0,2476.0
1079,232.0,236.0,180.0,220.0,136.0,1004.0
1080,540.0,484.0,256.0,260.0,128.0,1668.0
1081,288.0,240.0,156.0,232.0,140.0,1056.0
1082,608.0,256.0,268.0,180.0,112.0,1424.0
1083,328.0,92.0,232.0,228.0,116.0,996.0
1084,376.0,40.0,200.0,176.0,84.0,876.0
1085,1128.0,988.0,708.0,288.0,160.0,3272.0
1086,28.0,136.0,40.0,72.0,4.0,280.0
1087,188.0,24.0,128.0,104.0,48.0,492.0
1088,944.0,300.0,552.0,192.0,176.0,2164.0
1089,376.0,68.0,392.0,148.0,136.0,1120.0
1090,916.0,668.0,368.0,112.0,164.0,2228.0
1091,40.0,104.0,48.0,16.0,100.0,308.0
1092,4.0,8.0,32.0,56.0,4.0,104.0
1093,152.0,8.0,144.0,400.0,4.0,708.0
1094,136.0,4.0,84.0,212.0,4.0,440.0
1095,0.0,28.0,12.0,12.0,4.0,56.0
1096,4.0,4.0,12.0,12.0,8.0,40.0
1097,12.0,16.0,4.0,36.0,0.0,68.0
1098,0.0,0.0,0.0,0.0,0.0,0.0
1099,12.0,0.0,0.0,0.0,8.0,20.0
1100,0.0,16.0,0.0,16.0,4.0,36.0
1101,396.0,440.0,292.0,284.0,356.0,1768.0
1102,240.0,228.0,264.0,244.0,88.0,1064.0
1103,424.0,144.0,328.0,108.0,236.0,1240.0
1104,292.0,112.0,116.0,120.0,144.0,784.0
1105,360.0,36.0,188.0,108.0,68.0,760.0
1106,736.0,96.0,404.0,252.0,364.0,1852.0
1107,496.0,68.0,244.0,184.0,120.0,1112.0
1108,448.0,40.0,216.0,124.0,396.0,1224.0
1109,388.0,128.0,216.0,204.0,168.0,1104.0
1110,136.0,80.0,72.0,188.0,60.0,536.0
1111,504.0,112.0,200.0,180.0,228.0,1224.0
1112,1252.0,224.0,216.0,216.0,200.0,2108.0
1113,1156.0,144.0,536.0,196.0,216.0,2248.0
1114,1048.0,172.0,712.0,380.0,1244.0,3556.0
1115,812.0,104.0,208.0,200.0,212.0,1536.0
1116,2756.0,236.0,872.0,408.0,812.0,5084.0
1117,1216.0,284.0,396.0,484.0,540.0,2920.0
1118,1008.0,308.0,280.0,148.0,132.0,1876.0
1119,740.0,112.0,480.0,236.0,192.0,1760.0
1120,252.0,72.0,92.0,76.0,92.0,584.0
1121,520.0,104.0,320.0,164.0,136.0,1244.0
1122,540.0,144.0,400.0,188.0,200.0,1472.0
1123,636.0,128.0,300.0,136.0,452.0,1652.0
1124,2436.0,180.0,1404.0,208.0,972.0,5200.0
1125,380.0,364.0,264.0,212.0,208.0,1428.0
1126,320.0,120.0,228.0,180.0,148.0,996.0
1127,604.0,468.0,452.0,376.0,680.0,2580.0
1128,432.0,372.0,140.0,188.0,84.0,1216.0
1129,884.0,908.0,864.0,388.0,492.0,3536.0
1130,452.0,940.0,292.0,252.0,196.0,2132.0
1131,176.0,252.0,100.0,248.0,200.0,976.0
1132,1620.0,476.0,804.0,268.0,288.0,3456.0
1133,1012.0,372.0,372.0,316.0,512.0,2584.0
1134,2904.0,296.0,752.0,216.0,76.0,4244.0
1135,24.0,80.0,52.0,104.0,36.0,296.0
1136,444.0,720.0,276.0,204.0,132.0,1776.0
1137,360.0,152.0,156.0,168.0,56.0,892.0
1138,248.0,92.0,180.0,108.0,32.0,660.0
1139,148.0,20.0,152.0,136.0,148.0,604.0
1140,4.0,0.0,12.0,8.0,4.0,28.0
1141,0.0,20.0,20.0,24.0,0.0,64.0
1142,8.0,4.0,8.0,40.0,4.0,64.0
1143,0.0,4.0,4.0,16.0,0.0,24.0
1144,8.0,0.0,20.0,28.0,8.0,64.0
1145,0.0,8.0,0.0,4.0,0.0,12.0
1146,0.0,16.0,0.0,28.0,12.0,56.0
1147,0.0,40.0,4.0,16.0,4.0,64.0
1148,0.0,4.0,8.0,0.0,0.0,12.0
1149,4.0,0.0,8.0,24.0,12.0,48.0
1150,384.0,388.0,324.0,396.0,176.0,1668.0
1151,112.0,12.0,100.0,120.0,8.0,352.0
1152,56.0,12.0,60.0,76.0,16.0,220.0
1153,428.0,28.0,184.0,292.0,84.0,1016.0
1154,432.0,12.0,200.0,240.0,68.0,952.0
1155,340.0,52.0,240.0,176.0,252.0,1060.0
1156,1688.0,40.0,292.0,116.0,68.0,2204.0
1157,864.0,124.0,264.0,148.0,144.0,1544.0
1158,260.0,64.0,152.0,124.0,104.0,704.0
1159,104.0,76.0,48.0,140.0,28.0,396.0
1160,580.0,112.0,300.0,176.0,152.0,1320.0
1161,584.0,236.0,324.0,272.0,188.0,1604.0
1162,728.0,120.0,384.0,284.0,180.0,1696.0
1163,84.0,160.0,64.0,216.0,152.0,676.0
1164,412.0,108.0,180.0,136.0,184.0,1020.0
1165,1236.0,196.0,576.0,296.0,412.0,2716.0
1166,1092.0,440.0,196.0,324.0,264.0,2316.0
1167,48.0,52.0,52.0,100.0,36.0,288.0
1168,568.0,216.0,380.0,164.0,120.0,1448.0
1169,288.0,136.0,196.0,144.0,224.0,988.0
1170,4.0,36.0,36.0,80.0,8.0,164.0
1171,4.0,12.0,4.0,32.0,16.0,68.0
1172,56.0,0.0,12.0,24.0,8.0,100.0
1173,240.0,100.0,156.0,80.0,40.0,616.0
1174,108.0,44.0,88.0,48.0,24.0,312.0
1175,44.0,40.0,64.0,76.0,20.0,244.0
1176,436.0,64.0,272.0,216.0,88.0,1076.0
1177,1120.0,104.0,388.0,224.0,420.0,2256.0
1178,160.0,20.0,48.0,36.0,40.0,304.0
1179,112.0,68.0,160.0,112.0,36.0,488.0
1180,80.0,92.0,100.0,80.0,36.0,388.0
1181,252.0,40.0,180.0,172.0,64.0,708.0
1182,1152.0,84.0,600.0,264.0,148.0,2248.0
1183,336.0,40.0,320.0,108.0,60.0,864.0
1184,68.0,96.0,64.0,84.0,8.0,320.0
1185,188.0,44.0,272.0,200.0,40.0,744.0
1186,976.0,76.0,364.0,216.0,56.0,1688.0
1187,200.0,84.0,244.0,96.0,28.0,652.0
1188,0.0,8.0,0.0,0.0,4.0,12.0
1189,124.0,40.0,76.0,140.0,80.0,460.0
1190,108.0,28.0,88.0,40.0,76.0,340.0
1191,220.0,24.0,120.0,100.0,1076.0,1540.0
1192,52.0,0.0,24.0,32.0,36.0,144.0
1193,208.0,20.0,92.0,44.0,112.0,476.0
1194,16.0,4.0,44.0,48.0,128.0,240.0
1195,48.0,8.0,28.0,44.0,8.0,136.0
1196,0.0,8.0,8.0,16.0,0.0,32.0
1197,0.0,0.0,0.0,0.0,0.0,0.0
1198,0.0,0.0,0.0,0.0,0.0,0.0
1199,12.0,16.0,12.0,16.0,52.0,108.0
1200,136.0,8.0,188.0,68.0,32.0,432.0
1201,88.0,4.0,52.0,132.0,48.0,324.0
1202,16.0,4.0,32.0,24.0,24.0,100.0
1203,276.0,12.0,72.0,116.0,68.0,544.0
1204,888.0,36.0,400.0,176.0,68.0,1568.0
1205,700.0,36.0,132.0,160.0,172.0,1200.0
1206,144.0,32.0,92.0,96.0,76.0,440.0
1207,1136.0,92.0,212.0,228.0,208.0,1876.0
1208,484.0,128.0,140.0,128.0,384.0,1264.0
1209,1232.0,512.0,400.0,232.0,196.0,2572.0
1210,848.0,304.0,352.0,244.0,48.0,1796.0
1211,852.0,272.0,540.0,236.0,216.0,2116.0
1212,2324.0,308.0,728.0,284.0,260.0,3904.0
1213,400.0,136.0,268.0,208.0,132.0,1144.0
1214,720.0,140.0,352.0,220.0,252.0,1684.0
1215,1228.0,288.0,740.0,352.0,564.0,3172.0
1216,932.0,192.0,380.0,264.0,424.0,2192.0
1217,2264.0,384.0,1036.0,512.0,692.0,4888.0
1218,1352.0,288.0,664.0,252.0,708.0,3264.0
1219,548.0,80.0,400.0,372.0,232.0,1632.0
1220,40.0,8.0,144.0,112.0,4.0,308.0
1221,0.0,0.0,24.0,16.0,4.0,44.0
1222,0.0,0.0,4.0,4.0,0.0,8.0
1223,0.0,0.0,24.0,4.0,0.0,28.0
1224,4.0,0.0,12.0,0.0,0.0,16.0
1225,32.0,16.0,28.0,88.0,4.0,168.0
1226,632.0,100.0,196.0,152.0,36.0,1116.0
1227,792.0,192.0,532.0,268.0,268.0,2052.0
1228,76.0,48.0,96.0,132.0,36.0,388.0
1229,508.0,52.0,240.0,176.0,88.0,1064.0
1230,296.0,64.0,216.0,220.0,52.0,848.0
1231,228.0,32.0,244.0,132.0,20.0,656.0
1232,468.0,88.0,256.0,184.0,96.0,1092.0
1233,536.0,76.0,324.0,232.0,76.0,1244.0
1234,492.0,60.0,440.0,264.0,36.0,1292.0
1235,128.0,28.0,176.0,164.0,28.0,524.0
1236,292.0,52.0,284.0,148.0,12.0,788.0
1237,444.0,64.0,240.0,44.0,84.0,876.0
1238,116.0,12.0,28.0,12.0,4.0,172.0
1239,16.0,16.0,12.0,20.0,20.0,84.0
1240,128.0,36.0,56.0,56.0,76.0,352.0
1241,172.0,20.0,136.0,52.0,72.0,452.0
1242,12.0,4.0,8.0,4.0,8.0,36.0
1243,0.0,0.0,4.0,0.0,8.0,12.0
1244,16.0,8.0,16.0,16.0,176.0,232.0
1245,8.0,4.0,12.0,4.0,4.0,32.0
1246,0.0,8.0,0.0,8.0,0.0,16.0
1247,0.0,0.0,0.0,0.0,0.0,0.0
1248,0.0,0.0,0.0,0.0,0.0,0.0
1249,688.0,12.0,520.0,152.0,40.0,1412.0
1250,80.0,16.0,64.0,84.0,32.0,276.0
1251,188.0,16.0,140.0,68.0,28.0,440.0
1252,80.0,28.0,116.0,132.0,48.0,404.0
1253,112.0,52.0,72.0,96.0,52.0,384.0
1254,104.0,20.0,92.0,60.0,60.0,336.0
1255,640.0,12.0,176.0,172.0,48.0,1048.0
1256,48.0,0.0,28.0,28.0,4.0,108.0
1257,80.0,64.0,44.0,108.0,256.0,552.0
1258,628.0,52.0,220.0,200.0,560.0,1660.0
1259,516.0,48.0,272.0,168.0,812.0,1816.0
1260,200.0,116.0,148.0,188.0,152.0,804.0
1261,864.0,136.0,268.0,268.0,100.0,1636.0
1262,272.0,104.0,148.0,120.0,88.0,732.0
1263,920.0,136.0,448.0,216.0,148.0,1868.0
1264,360.0,128.0,216.0,180.0,100.0,984.0
1265,1044.0,160.0,304.0,216.0,152.0,1876.0
1266,788.0,196.0,520.0,344.0,188.0,2036.0
1267,1244.0,148.0,440.0,284.0,380.0,2496.0
1268,1552.0,196.0,600.0,268.0,304.0,2920.0
1269,1372.0,280.0,548.0,200.0,280.0,2680.0
1270,268.0,72.0,156.0,152.0,116.0,764.0
1271,44.0,24.0,12.0,88.0,12.0,180.0
1272,4.0,0.0,20.0,12.0,0.0,36.0
1273,0.0,0.0,0.0,0.0,0.0,0.0
1274,0.0,0.0,20.0,8.0,0.0,28.0
1275,4.0,0.0,4.0,0.0,0.0,8.0
1276,56.0,24.0,132.0,68.0,0.0,280.0
1277,384.0,96.0,128.0,140.0,24.0,772.0
1278,1568.0,284.0,504.0,220.0,72.0,2648.0
1279,368.0,60.0,172.0,68.0,48.0,716.0
1280,840.0,48.0,340.0,192.0,52.0,1472.0
1281,148.0,40.0,112.0,60.0,24.0,384.0
1282,664.0,80.0,572.0,180.0,52.0,1548.0
1283,392.0,84.0,120.0,68.0,24.0,688.0
1284,420.0,156.0,324.0,80.0,36.0,1016.0
1285,456.0,128.0,284.0,176.0,48.0,1092.0
1286,428.0,92.0,240.0,148.0,56.0,964.0
1287,108.0,64.0,120.0,152.0,20.0,464.0
1288,0.0,4.0,0.0,16.0,0.0,20.0
1289,8.0,0.0,8.0,8.0,0.0,24.0
1290,188.0,20.0,132.0,68.0,20.0,428.0
1291,80.0,20.0,84.0,44.0,12.0,240.0
1292,36.0,4.0,28.0,8.0,4.0,80.0
1293,4.0,0.0,0.0,0.0,0.0,4.0
1294,0.0,4.0,0.0,4.0,0.0,8.0
1295,12.0,12.0,0.0,24.0,0.0,48.0
1296,32.0,12.0,20.0,20.0,12.0,96.0
1297,0.0,0.0,4.0,28.0,0.0,32.0
1298,0.0,0.0,0.0,0.0,0.0,0.0
1299,0.0,0.0,0.0,0.0,0.0,0.0
1300,0.0,0.0,0.0,0.0,0.0,0.0
1301,712.0,24.0,516.0,64.0,32.0,1348.0
1302,56.0,24.0,100.0,44.0,76.0,300.0
1303,156.0,4.0,188.0,64.0,20.0,432.0
1304,128.0,16.0,148.0,132.0,24.0,448.0
1305,28.0,24.0,52.0,84.0,20.0,208.0
1306,124.0,12.0,124.0,164.0,16.0,440.0
1307,428.0,12.0,116.0,60.0,20.0,636.0
1308,68.0,0.0,52.0,44.0,12.0,176.0
1309,28.0,12.0,16.0,28.0,28.0,112.0
1310,620.0,76.0,228.0,184.0,132.0,1240.0
1311,204.0,60.0,136.0,116.0,196.0,712.0
1312,416.0,84.0,292.0,188.0,124.0,1104.0
1313,856.0,96.0,468.0,208.0,68.0,1696.0
1314,272.0,92.0,180.0,232.0,100.0,876.0
1315,700.0,132.0,368.0,172.0,116.0,1488.0
1316,444.0,276.0,312.0,320.0,212.0,1564.0
1317,796.0,100.0,432.0,212.0,256.0,1796.0
1318,996.0,184.0,536.0,328.0,232.0,2276.0
1319,536.0,140.0,308.0,224.0,216.0,1424.0
1320,1596.0,200.0,772.0,280.0,124.0,2972.0
1321,264.0,132.0,180.0,136.0,64.0,776.0
1322,644.0,40.0,92.0,92.0,32.0,900.0
1323,88.0,16.0,72.0,104.0,12.0,292.0
1324,472.0,72.0,88.0,120.0,16.0,768.0
1325,892.0,116.0,180.0,152.0,60.0,1400.0
1326,424.0,40.0,192.0,140.0,56.0,852.0
1327,60.0,68.0,80.0,120.0,52.0,380.0
1328,40.0,92.0,96.0,68.0,8.0,304.0
1329,1132.0,516.0,244.0,152.0,36.0,2080.0
1330,2220.0,192.0,320.0,188.0,56.0,2976.0
1331,1296.0,272.0,772.0,172.0,348.0,2860.0
1332,1616.0,412.0,716.0,276.0,120.0,3140.0
1333,444.0,24.0,240.0,72.0,20.0,800.0
1334,524.0,92.0,244.0,136.0,36.0,1032.0
1335,188.0,76.0,104.0,160.0,36.0,564.0
1336,228.0,76.0,120.0,108.0,32.0,564.0
1337,44.0,16.0,44.0,32.0,64.0,200.0
1338,336.0,28.0,172.0,44.0,32.0,612.0
1339,56.0,36.0,44.0,72.0,8.0,216.0
1340,0.0,8.0,4.0,0.0,0.0,12.0
1341,28.0,32.0,0.0,4.0,0.0,64.0
1342,152.0,76.0,68.0,12.0,4.0,312.0
1343,304.0,56.0,68.0,56.0,8.0,492.0
1344,164.0,56.0,80.0,52.0,28.0,380.0
1345,144.0,24.0,24.0,20.0,8.0,220.0
1346,16.0,8.0,16.0,8.0,0.0,48.0
1347,36.0,44.0,40.0,36.0,16.0,172.0
1348,0.0,4.0,0.0,0.0,0.0,4.0
1349,48.0,20.0,32.0,60.0,16.0,176.0
1350,0.0,4.0,0.0,12.0,0.0,16.0
1351,0.0,0.0,0.0,0.0,0.0,0.0
1352,0.0,0.0,0.0,0.0,0.0,0.0
1353,0.0,0.0,0.0,4.0,0.0,4.0
1354,112.0,8.0,104.0,116.0,92.0,432.0
1355,316.0,28.0,268.0,116.0,16.0,744.0
1356,36.0,8.0,36.0,44.0,36.0,160.0
1357,0.0,8.0,56.0,84.0,48.0,196.0
1358,92.0,20.0,104.0,72.0,16.0,304.0
1359,28.0,0.0,36.0,12.0,8.0,84.0
1360,44.0,4.0,16.0,40.0,16.0,120.0
1361,92.0,4.0,80.0,40.0,8.0,224.0
1362,92.0,28.0,120.0,96.0,12.0,348.0
1363,216.0,16.0,260.0,180.0,28.0,700.0
1364,264.0,64.0,260.0,160.0,96.0,844.0
1365,160.0,76.0,104.0,88.0,28.0,456.0
1366,36.0,8.0,52.0,92.0,36.0,224.0
1367,360.0,136.0,284.0,212.0,108.0,1100.0
1368,148.0,84.0,84.0,212.0,116.0,644.0
1369,108.0,8.0,40.0,52.0,44.0,252.0
1370,52.0,100.0,36.0,144.0,36.0,368.0
1371,192.0,32.0,100.0,92.0,44.0,460.0
1372,1016.0,100.0,524.0,340.0,240.0,2220.0
1373,724.0,76.0,408.0,244.0,116.0,1568.0
1374,2536.0,340.0,708.0,264.0,256.0,4104.0
1375,272.0,32.0,44.0,28.0,24.0,400.0
1376,1048.0,104.0,244.0,156.0,56.0,1608.0
1377,40.0,8.0,52.0,28.0,44.0,172.0
1378,376.0,128.0,300.0,144.0,84.0,1032.0
1379,740.0,68.0,436.0,256.0,128.0,1628.0
1380,252.0,24.0,172.0,68.0,48.0,564.0
1381,144.0,60.0,152.0,80.0,48.0,484.0
1382,312.0,8.0,176.0,80.0,32.0,608.0
1383,336.0,84.0,204.0,84.0,124.0,832.0
1384,828.0,168.0,404.0,104.0,176.0,1680.0
1385,1712.0,92.0,1004.0,160.0,496.0,3464.0
1386,252.0,12.0,180.0,60.0,16.0,520.0
1387,124.0,20.0,24.0,20.0,16.0,204.0
1388,200.0,56.0,88.0,68.0,8.0,420.0
1389,112.0,92.0,92.0,72.0,64.0,432.0
1390,44.0,12.0,64.0,56.0,8.0,184.0
1391,56.0,8.0,48.0,28.0,8.0,148.0
1392,48.0,12.0,8.0,16.0,16.0,100.0
1393,140.0,52.0,72.0,100.0,32.0,396.0
1394,16.0,12.0,0.0,0.0,0.0,28.0
1395,216.0,112.0,16.0,4.0,4.0,352.0
1396,2256.0,420.0,48.0,64.0,4.0,2792.0
1397,2268.0,332.0,40.0,104.0,8.0,2752.0
1398,540.0,40.0,56.0,76.0,12.0,724.0
1399,356.0,44.0,104.0,60.0,16.0,580.0
1400,56.0,20.0,56.0,16.0,12.0,160.0
1401,48.0,4.0,32.0,28.0,16.0,128.0
1402,4.0,0.0,4.0,4.0,4.0,16.0
1403,12.0,16.0,0.0,12.0,0.0,40.0
1404,0.0,0.0,4.0,4.0,0.0,8.0
1405,0.0,0.0,0.0,0.0,0.0,0.0
1406,0.0,0.0,0.0,0.0,0.0,0.0
1407,4.0,0.0,4.0,8.0,0.0,16.0
1408,0.0,0.0,0.0,0.0,0.0,0.0
1409,68.0,8.0,32.0,64.0,8.0,180.0
1410,256.0,16.0,148.0,140.0,4.0,564.0
1411,164.0,24.0,164.0,68.0,24.0,444.0
1412,96.0,40.0,52.0,52.0,28.0,268.0
1413,388.0,100.0,272.0,144.0,28.0,932.0
1414,448.0,4.0,68.0,124.0,12.0,656.0
1415,460.0,16.0,308.0,128.0,56.0,968.0
1416,144.0,8.0,108.0,64.0,24.0,348.0
1417,172.0,0.0,184.0,92.0,64.0,512.0
1418,176.0,8.0,124.0,36.0,40.0,384.0
1419,192.0,28.0,56.0,20.0,16.0,312.0
1420,272.0,84.0,168.0,112.0,100.0,736.0
1421,64.0,4.0,48.0,44.0,4.0,164.0
1422,352.0,120.0,204.0,240.0,100.0,1016.0
1423,100.0,80.0,60.0,168.0,48.0,456.0
1424,356.0,68.0,144.0,112.0,68.0,748.0
1425,64.0,8.0,68.0,72.0,16.0,228.0
1426,36.0,0.0,24.0,16.0,0.0,76.0
1427,760.0,72.0,480.0,236.0,128.0,1676.0
1428,432.0,44.0,328.0,308.0,144.0,1256.0
1429,3044.0,100.0,412.0,348.0,116.0,4020.0
1430,668.0,48.0,84.0,56.0,44.0,900.0
1431,1880.0,80.0,164.0,144.0,40.0,2308.0
1432,124.0,76.0,120.0,84.0,56.0,460.0
1433,324.0,124.0,236.0,84.0,48.0,816.0
1434,452.0,20.0,192.0,168.0,80.0,912.0
1435,80.0,24.0,128.0,92.0,40.0,364.0
1436,912.0,64.0,408.0,172.0,56.0,1612.0
1437,464.0,32.0,200.0,76.0,48.0,820.0
1438,120.0,48.0,108.0,108.0,44.0,428.0
1439,8.0,0.0,16.0,20.0,16.0,60.0
1440,172.0,8.0,76.0,64.0,20.0,340.0
1441,56.0,4.0,40.0,20.0,4.0,124.0
1442,224.0,24.0,132.0,56.0,32.0,468.0
1443,492.0,24.0,232.0,80.0,52.0,880.0
1444,68.0,36.0,28.0,48.0,12.0,192.0
1445,0.0,4.0,8.0,12.0,12.0,36.0
1446,56.0,8.0,4.0,16.0,12.0,96.0
1447,0.0,16.0,8.0,4.0,8.0,36.0
1448,224.0,68.0,192.0,124.0,28.0,636.0
1449,740.0,176.0,632.0,104.0,32.0,1684.0
1450,100.0,52.0,40.0,44.0,20.0,256.0
1451,3012.0,156.0,76.0,56.0,20.0,3320.0
1452,2208.0,276.0,68.0,92.0,16.0,2660.0
1453,188.0,12.0,32.0,24.0,0.0,256.0
1454,284.0,20.0,176.0,52.0,12.0,544.0
1455,20.0,4.0,32.0,12.0,12.0,80.0
1456,60.0,56.0,44.0,64.0,24.0,248.0
1457,60.0,24.0,8.0,36.0,20.0,148.0
1458,24.0,20.0,12.0,44.0,8.0,108.0
1459,40.0,24.0,0.0,20.0,16.0,100.0
1460,420.0,36.0,28.0,12.0,8.0,504.0
1461,64.0,40.0,12.0,20.0,0.0,136.0
1462,88.0,56.0,4.0,0.0,0.0,148.0
1463,0.0,0.0,0.0,0.0,0.0,0.0
1464,8.0,0.0,36.0,16.0,8.0,68.0
1465,28.0,8.0,36.0,52.0,16.0,140.0
1466,216.0,40.0,192.0,72.0,28.0,548.0
1467,520.0,32.0,300.0,152.0,24.0,1028.0
1468,68.0,0.0,36.0,52.0,4.0,160.0
1469,492.0,44.0,272.0,140.0,28.0,976.0
1470,176.0,28.0,100.0,96.0,20.0,420.0
1471,312.0,32.0,272.0,88.0,36.0,740.0
1472,192.0,72.0,164.0,148.0,32.0,608.0
1473,728.0,52.0,352.0,136.0,268.0,1536.0
1474,300.0,20.0,172.0,80.0,24.0,596.0
1475,40.0,0.0,28.0,44.0,28.0,140.0
1476,192.0,84.0,140.0,120.0,56.0,592.0
1477,32.0,12.0,112.0,52.0,8.0,216.0
1478,128.0,44.0,96.0,76.0,120.0,464.0
1479,228.0,100.0,156.0,176.0,128.0,788.0
1480,1176.0,92.0,556.0,196.0,308.0,2328.0
1481,612.0,76.0,284.0,104.0,100.0,1176.0
1482,172.0,60.0,88.0,88.0,52.0,460.0
1483,776.0,188.0,436.0,244.0,208.0,1852.0
1484,700.0,112.0,272.0,212.0,128.0,1424.0
1485,864.0,108.0,584.0,316.0,1288.0,3160.0
1486,20.0,28.0,128.0,48.0,28.0,252.0
1487,1776.0,128.0,248.0,180.0,56.0,2388.0
1488,604.0,76.0,148.0,116.0,20.0,964.0
1489,32.0,28.0,60.0,56.0,24.0,200.0
1490,432.0,52.0,332.0,136.0,72.0,1024.0
1491,560.0,48.0,200.0,124.0,24.0,956.0
1492,156.0,24.0,72.0,36.0,16.0,304.0
1493,420.0,40.0,336.0,132.0,68.0,996.0
1494,448.0,60.0,320.0,184.0,56.0,1068.0
1495,304.0,44.0,68.0,76.0,40.0,532.0
1496,580.0,60.0,320.0,100.0,36.0,1096.0
1497,140.0,4.0,88.0,40.0,0.0,272.0
1498,556.0,56.0,420.0,120.0,28.0,1180.0
1499,64.0,12.0,40.0,48.0,8.0,172.0
1500,228.0,24.0,84.0,44.0,16.0,396.0
1501,20.0,12.0,0.0,48.0,8.0,88.0
1502,368.0,24.0,60.0,36.0,12.0,500.0
1503,56.0,8.0,32.0,24.0,4.0,124.0
1504,268.0,48.0,124.0,52.0,20.0,512.0
1505,128.0,32.0,116.0,68.0,4.0,348.0
1506,4.0,8.0,24.0,0.0,0.0,36.0
1507,1308.0,160.0,120.0,64.0,20.0,1672.0
1508,1072.0,116.0,64.0,40.0,4.0,1296.0
1509,340.0,44.0,20.0,84.0,4.0,492.0
1510,464.0,32.0,96.0,132.0,16.0,740.0
1511,28.0,0.0,32.0,12.0,12.0,84.0
1512,160.0,16.0,132.0,72.0,16.0,396.0
1513,424.0,32.0,336.0,112.0,52.0,956.0
1514,132.0,16.0,64.0,76.0,40.0,328.0
1515,56.0,24.0,52.0,60.0,24.0,216.0
1516,592.0,32.0,104.0,56.0,16.0,800.0
1517,84.0,52.0,28.0,8.0,4.0,176.0
1518,184.0,124.0,24.0,0.0,0.0,332.0
1519,16.0,4.0,0.0,0.0,0.0,20.0
1520,0.0,0.0,0.0,0.0,0.0,0.0
1521,4.0,4.0,0.0,20.0,4.0,32.0
1522,36.0,12.0,40.0,40.0,12.0,140.0
1523,220.0,16.0,200.0,76.0,32.0,544.0
1524,704.0,36.0,376.0,112.0,32.0,1260.0
1525,104.0,12.0,68.0,48.0,12.0,244.0
1526,52.0,12.0,60.0,36.0,16.0,176.0
1527,164.0,20.0,216.0,100.0,20.0,520.0
1528,900.0,40.0,184.0,76.0,136.0,1336.0
1529,468.0,44.0,224.0,76.0,60.0,872.0
1530,484.0,44.0,432.0,112.0,88.0,1160.0
1531,212.0,32.0,176.0,124.0,32.0,576.0
1532,68.0,48.0,44.0,140.0,36.0,336.0
1533,132.0,44.0,108.0,56.0,32.0,372.0
1534,228.0,52.0,172.0,112.0,116.0,680.0
1535,0.0,4.0,4.0,24.0,4.0,36.0
1536,444.0,68.0,52.0,128.0,80.0,772.0
1537,884.0,44.0,504.0,224.0,132.0,1788.0
1538,332.0,48.0,140.0,164.0,32.0,716.0
1539,404.0,36.0,320.0,196.0,168.0,1124.0
1540,420.0,104.0,312.0,320.0,108.0,1264.0
1541,572.0,104.0,264.0,224.0,76.0,1240.0
1542,1448.0,364.0,480.0,376.0,496.0,3164.0
1543,332.0,60.0,152.0,148.0,84.0,776.0
1544,1780.0,164.0,1108.0,284.0,120.0,3456.0
1545,216.0,88.0,172.0,144.0,104.0,724.0
1546,140.0,28.0,40.0,20.0,12.0,240.0
1547,600.0,244.0,196.0,148.0,52.0,1240.0
1548,376.0,284.0,268.0,148.0,24.0,1100.0
1549,332.0,96.0,148.0,132.0,52.0,760.0
1550,316.0,76.0,200.0,84.0,48.0,724.0
1551,96.0,36.0,64.0,44.0,20.0,260.0
1552,1220.0,116.0,96.0,88.0,12.0,1532.0
1553,488.0,12.0,184.0,120.0,36.0,840.0
1554,244.0,24.0,140.0,84.0,32.0,524.0
1555,208.0,40.0,92.0,64.0,16.0,420.0
1556,0.0,12.0,4.0,12.0,8.0,36.0
1557,16.0,36.0,4.0,12.0,12.0,80.0
1558,56.0,12.0,48.0,24.0,24.0,164.0
1559,28.0,0.0,16.0,12.0,20.0,76.0
1560,20.0,0.0,8.0,12.0,20.0,60.0
1561,80.0,24.0,36.0,32.0,12.0,184.0
1562,448.0,28.0,232.0,80.0,24.0,812.0
1563,16.0,20.0,44.0,20.0,12.0,112.0
1564,300.0,60.0,88.0,20.0,28.0,496.0
