adName,大类,wgs84_lng,wgs84_lat,X_CGC2000,Y_CGC2000
新城区,商务住宅,109.011893,34.259836,40368.653378612944,3803763.8578522815
新城区,商务住宅,109.011986,34.261283,40385.1285968218,3803924.1719710086
新城区,商务住宅,109.005015,34.247299,39665.77549597097,3802402.4096701397
新城区,商务住宅,109.006777,34.257806,39885.70739082986,3803561.557373676
新城区,商务住宅,109.005838,34.24608,39735.03416438197,3802263.266515651
新城区,商务住宅,109.004403,34.251588,39632.759901993035,3802881.6189161576
新城区,商务住宅,109.007262,34.263392,39960.95820673474,3804179.862723399
新城区,商务住宅,109.006672,34.264727,39913.83891798754,3804330.8341086563
新城区,商务住宅,109.00599,34.265533,39855.34577165422,3804423.460813994
新城区,商务住宅,108.971395,34.294904,36826.489553447,3807843.6487646373
新城区,商务住宅,109.003416,34.249971,39532.87975500815,3802706.4781908835
新城区,商务住宅,109.016081,34.259759,40754.49694825651,3803736.3335538227
新城区,商务住宅,109.014295,34.259752,40589.73413146008,3803743.6443194225
新城区,商务住宅,109.011223,34.261306,40314.88301430101,3803930.1848647655
新城区,商务住宅,109.005792,34.267585,39848.30075056391,3804652.3002465754
新城区,商务住宅,108.980349,34.278511,37561.89174070093,3805981.756123127
新城区,商务住宅,109.003993,34.25498,39613.48122276715,3803260.271137816
新城区,商务住宅,109.008571,34.259538,40060.633744743885,3803745.8149535684
新城区,商务住宅,109.004013,34.245362,39562.76037144195,3802191.7899335055
新城区,商务住宅,108.976396,34.290053,37260.86464715999,3807281.9305793215
新城区,商务住宅,109.004367,34.257532,39661.92652947147,3803542.0559997256
新城区,商务住宅,108.993805,34.27825,38801.263245879265,3805891.462553605
新城区,商务住宅,109.003761,34.24495,39537.26246094494,3802147.167617466
新城区,商务住宅,108.998593,34.281159,39258.70056262624,3806192.8301947284
新城区,商务住宅,109.003308,34.255748,39554.49748031242,3803348.691688528
新城区,商务住宅,109.003524,34.245819,39520.148955382,3802244.7738233176
新城区,商务住宅,108.977897,34.282301,37356.62633000879,3806413.9533507717
新城区,商务住宅,108.982188,34.295054,37822.366266178666,3807811.0294921217
新城区,商务住宅,108.977845,34.291896,37404.59822088992,3807480.0433440055
新城区,商务住宅,109.008024,34.262117,40024.2705861883,3804034.776583438
新城区,商务住宅,109.004151,34.246516,39581.7966594171,3802319.3527340186
新城区,商务住宅,109.005752,34.271176,39864.240640153526,3805051.378536712
新城区,商务住宅,109.00526,34.244863,39675.066784215625,3802130.7015912025
新城区,商务住宅,109.004591,34.24501,39614.15608227224,3802150.066092636
新城区,商务住宅,109.007121,34.259564,39927.03988618526,3803755.27950019
新城区,商务住宅,109.003329,34.254036,39547.07535951969,3803158.4232018436
新城区,商务住宅,109.005278,34.2622,39771.46374496573,3804056.454220431
新城区,商务住宅,109.008479,34.259847,40053.83611475915,3803780.5565439663
新城区,商务住宅,108.976368,34.291701,37267.34962871834,3807465.1253280886
新城区,商务住宅,108.997319,34.279589,39132.62834666169,3806024.221400556
新城区,商务住宅,108.995941,34.278641,39000.3693787728,3805925.1804250022
新城区,商务住宅,108.978906,34.27972,37435.47555838624,3806122.640423618
新城区,商务住宅,108.978482,34.293815,37473.88156766683,3807690.3061614498
新城区,商务住宅,108.975508,34.285023,37151.31612191582,3806727.231551618
新城区,商务住宅,108.998346,34.280536,39232.513635346026,3806124.748273205
新城区,商务住宅,108.999923,34.283132,39392.13839042635,3806405.9521273132
新城区,商务住宅,108.999445,34.289144,39380.982132474135,3807075.9543154608
新城区,商务住宅,108.996869,34.278543,39085.404580413306,3805910.0745710405
新城区,商务住宅,109.001051,34.284987,39506.299842970795,3806606.8853305127
新城区,商务住宅,108.978413,34.279343,37387.94295236957,3806083.011490856
新城区,商务住宅,108.999912,34.281847,39384.08952803386,3806263.2607351663
新城区,商务住宅,108.999824,34.282434,39379.18876929337,3806328.866216598
新城区,商务住宅,108.997411,34.27854,39135.36664398119,3805907.27715325
新城区,商务住宅,109.000272,34.285602,39437.839715811075,3806678.740709593
新城区,商务住宅,109.00255,34.245338,39427.671054114064,3802195.764151384
新城区,商务住宅,109.002747,34.246814,39453.911873996665,3802358.827601016
新城区,商务住宅,109.012349,34.2505,40359.76567444875,3802724.7308883024
新城区,商务住宅,109.011916,34.253027,40333.61459177593,3803007.3967771507
新城区,商务住宅,109.003468,34.257267,39577.559357601975,3803516.699644408
新城区,商务住宅,108.951074,34.264283,34783.72486098134,3804535.167378702
新城区,商务住宅,109.00098,34.27841,39463.75675757299,3805876.6168877133
新城区,商务住宅,109.00188,34.280879,39560.25673969468,3806146.791701739
新城区,商务住宅,109.001718,34.280263,39541.94814178534,3806079.100635446
新城区,商务住宅,108.964692,34.284394,36150.55354395171,3806706.805641659
新城区,商务住宅,108.987868,34.283878,38284.68481648632,3806543.667005579
新城区,商务住宅,109.012168,34.269686,40447.782041821745,3804856.7688433183
新城区,商务住宅,108.991569,34.283603,38624.43021111644,3806496.2663460285
新城区,商务住宅,108.986964,34.281823,38190.051375078794,3806319.508560782
新城区,商务住宅,108.993388,34.284299,38795.96807245159,3806565.3019423317
新城区,商务住宅,108.991353,34.284712,38610.595563485345,3806620.4409723906
新城区,商务住宅,108.992737,34.282856,38728.03135549056,3806407.971230331
新城区,商务住宅,108.983906,34.284684,37923.791705353826,3806651.255674088
新城区,商务住宅,108.95475,34.281743,35219.18938610202,3806457.862830871
新城区,商务住宅,108.983036,34.286128,37851.50571875274,3806815.627370719
新城区,商务住宅,108.950944,34.285469,34888.83767603821,3806889.2275950653
新城区,商务住宅,108.992186,34.284957,38688.74548395432,3806643.86477541
新城区,商务住宅,108.987409,34.290778,38280.235554994084,3807312.2346733287
新城区,商务住宅,108.98111,34.286547,37676.22418498888,3806870.9554816224
新城区,商务住宅,108.991462,34.281997,38605.75725199317,3806318.353604215
新城区,商务住宅,108.982711,34.289672,37841.01077387581,3807210.7906154967
新城区,商务住宅,108.981237,34.285534,37682.36705024645,3806757.8481134246
新城区,商务住宅,108.986888,34.291888,38238.294177276024,3807437.91136055
新城区,商务住宅,108.947929,34.28676,34617.978565717116,3807046.480240157
新城区,商务住宅,108.986875,34.287923,38215.32846069953,3806997.5240253145
新城区,商务住宅,108.969277,34.281245,36555.97414080566,3806336.02621058
新城区,商务住宅,108.94942,34.290787,34777.72912525764,3807486.9776716316
新城区,商务住宅,108.947971,34.285906,34617.12660942,3806951.4199022683
新城区,商务住宅,108.948294,34.285299,34643.55122870341,3806882.5075442004
新城区,商务住宅,108.96393,34.278896,36049.97631404392,3806099.547791446
新城区,商务住宅,108.951771,34.278742,34927.90871055098,3806138.158609342
新城区,商务住宅,109.022815,34.251116,41328.51519174414,3802745.7880215063
新城区,商务住宅,109.016934,34.245246,40754.05358563707,3802120.3443110674
新城区,商务住宅,109.022154,34.253513,41280.59760674409,3803015.0385702644
新城区,商务住宅,109.02068,34.254718,41151.20362887392,3803155.5580203254
新城区,商务住宅,109.023589,34.251247,41400.62222107663,3802756.840501086
新城区,商务住宅,109.023685,34.252145,41414.365844490065,3802856.157432895
新城区,商务住宅,109.023332,34.253203,41387.56563434203,3802975.2771385876
新城区,商务住宅,109.016476,34.271463,40854.75892017584,3805034.6451429534
新城区,商务住宅,109.01255,34.268238,40475.106184877746,3804694.190984742
新城区,商务住宅,109.01172,34.272366,40421.09952024976,3805156.499096771
新城区,商务住宅,109.011979,34.267359,40417.64903886756,3804599.1376715973
新城区,商务住宅,109.013335,34.248689,40440.83670061722,3802519.0948360525
新城区,商务住宅,109.022582,34.251952,41311.575292906025,3802839.705413657
新城区,商务住宅,109.013383,34.254709,40478.10478933551,3803187.58994068
新城区,商务住宅,109.02187,34.249648,41233.35395240842,3802586.993663622
新城区,商务住宅,109.015278,34.246907,40610.348907267675,3802312.3476924784
新城区,商务住宅,108.987728,34.285999,38283.416438382876,3806779.9129621107
新城区,商务住宅,109.018562,34.274555,41063.984773826785,3805368.665398601
新城区,商务住宅,109.013691,34.271733,40599.40499329282,3805077.2520886827
新城区,商务住宅,109.012366,34.267382,40453.4648118724,3804599.9386814893
新城区,商务住宅,109.011652,34.268867,40395.72498774406,3804768.1313833916
新城区,商务住宅,109.020508,34.253163,41126.86784801324,3802983.6045061494
新城区,商务住宅,108.978522,34.296268,37491.060314938135,3807962.6130401143
新城区,商务住宅,108.976842,34.29593,37334.31701158843,3807932.7363666752
新城区,商务住宅,108.979017,34.296546,37538.22450164618,3807991.2350692367
新城区,商务住宅,108.949207,34.284689,34724.361835837364,3806810.553357945
新城区,商务住宅,108.967963,34.288781,36476.33398791932,3807179.1696853386
新城区,商务住宅,108.965176,34.280301,36172.617944348836,3806249.9200374554
新城区,商务住宅,108.967589,34.290454,36451.07066822046,3807366.725260356
新城区,商务住宅,108.949287,34.289213,34756.76018203341,3807312.7389602703
新城区,商务住宅,108.953511,34.278635,35087.76871095499,3806118.29069086
新城区,商务住宅,108.989742,34.281551,38444.71335151739,3806276.6409441116
新城区,商务住宅,108.950837,34.285177,34877.357179445506,3806857.281575165
新城区,商务住宅,108.955997,34.278915,35318.557307326875,3806137.995645385
新城区,商务住宅,108.968054,34.290564,36494.549661783094,3807376.8176609133
新城区,商务住宅,108.95097,34.282781,34876.374043293414,3806590.509544441
新城区,商务住宅,108.964527,34.280644,36114.66403935029,3806290.9920893833
新城区,商务住宅,108.973471,34.297969,37034.759734852356,3808174.6352072353
新城区,商务住宅,108.968202,34.281039,36455.71378995007,3806318.0583207756
新城区,商务住宅,108.964061,34.278958,36062.39799429377,3806105.835497738
新城区,商务住宅,108.950006,34.284207,34795.369822085835,3806753.3422513898
新城区,商务住宅,108.978468,34.284579,37421.80202397489,3806664.39691068
新城区,商务住宅,108.989494,34.294289,38491.73469651898,3807692.7512489543
新城区,商务住宅,108.98339,34.29389,37926.78778113902,3807676.246026653
新城区,商务住宅,109.003445,34.28491,39726.61464962555,3806587.4580469104
新城区,商务住宅,109.007997,34.278486,40111.2167558049,3805853.2040784797
新城区,商务住宅,109.008137,34.278646,40125.00062268245,3805870.3421402923
新城区,商务住宅,109.006387,34.279941,39970.71156478592,3806022.1338606337
新城区,商务住宅,109.006658,34.279724,39994.51401547948,3805996.799210559
新城区,商务住宅,108.99301,34.279192,38733.11845333513,3805999.7200457584
新城区,商务住宅,108.979085,34.291369,37516.02528275311,3807415.8421904347
新城区,商务住宅,108.98475,34.277996,37964.88926087023,3805904.4803320216
新城区,商务住宅,108.980306,34.29087,37625.85589689354,3807354.8395707323
新城区,商务住宅,108.978812,34.287688,37470.61461107439,3807008.187474538
新城区,商务住宅,108.992421,34.278759,38676.43254106789,3805954.3012678856
新城区,商务住宅,108.997733,34.288424,39219.1927108934,3807003.7569467975
新城区,商务住宅,108.996393,34.289972,39104.12608457258,3807181.806620594
新城区,商务住宅,108.9936,34.279376,38788.53126755491,3806017.474853232
新城区,商务住宅,108.997405,34.284448,39167.17161412531,3806563.5824138005
新城区,商务住宅,108.992636,34.286076,38736.3727751929,3806766.1189053603
新城区,商务住宅,108.98597,34.29043,38145.65139297757,3807280.1347431764
新城区,商务住宅,108.985479,34.287337,38083.3974767059,3806938.790634886
新城区,商务住宅,108.985146,34.283693,38032.684538162255,3806535.51933649
新城区,商务住宅,108.993586,34.287762,38833.20840260427,3806949.082107777
新城区,商务住宅,108.95209,34.286949,35002.68669890385,3807048.3759337235
新城区,商务住宅,108.991586,34.283492,38625.38901805953,3806483.858717755
新城区,商务住宅,108.983027,34.28609,37850.46713193791,3806811.447223003
新城区,商务住宅,108.992078,34.294609,38731.71959590627,3807716.532353927
新城区,商务住宅,109.003557,34.289819,39763.79889493092,3807132.2538392027
新城区,商务住宅,109.004568,34.282346,39816.13600693387,3806297.543485357
新城区,商务住宅,109.00675,34.27912,39999.69556824374,3805929.2879994614
新城区,商务住宅,108.98094,34.279857,37623.78519727284,3806128.579243893
新城区,商务住宅,108.989434,34.295192,38491.158416092745,3807793.3329039826
新城区,商务住宅,108.995184,34.279578,38935.69943958399,3806032.708006573
新城区,商务住宅,108.98675,34.278202,38150.444716746395,3805918.249876649
新城区,商务住宅,108.979429,34.290075,37540.62677984004,3807270.529493198
新城区,商务住宅,109.00434,34.282307,39794.89957634546,3806294.246381405
新城区,商务住宅,109.003149,34.284199,39695.43233520567,3806509.8225160865
新城区,商务住宅,109.006073,34.278532,39934.05466714036,3805867.043768733
新城区,商务住宅,109.00253,34.284492,39639.96084825543,3806545.1809567395
新城区,商务住宅,109.002669,34.288678,39675.68274103099,3807009.5415413193
新城区,商务住宅,109.00232,34.287365,39636.31960802578,3806865.2752235443
新城区,商务住宅,109.003531,34.281709,39717.03306532005,3806231.492232251
新城区,商务住宅,109.003533,34.281964,39718.61240826367,3806259.8092028433
新城区,商务住宅,109.002781,34.289072,39688.16513197438,3807052.799401015
新城区,商务住宅,108.981964,34.293592,37793.679897350026,3807649.6464824923
新城区,商务住宅,108.984204,34.294539,38005.39970731235,3807744.627893414
新城区,商务住宅,108.984924,34.29438,38070.90623011108,3807723.683130266
新城区,商务住宅,109.017122,34.263965,40873.442666263494,3804198.829810183
新城区,商务住宅,108.972119,34.286225,36845.45000204997,3806876.2368090483
新城区,商务住宅,108.972552,34.289682,36904.406381843146,3807258.277296011
新城区,商务住宅,108.945336,34.28584,34373.799202639435,3806956.1911600535
新城区,商务住宅,108.970183,34.293783,36708.5743165632,3807724.6636104854
新城区,商务住宅,108.945354,34.283414,34362.03121169045,3806686.613361934
新城区,商务住宅,108.971447,34.292116,36815.92913757864,3807533.7072105557
新城区,商务住宅,108.970345,34.292939,36718.860813220206,3807630.1674867743
新城区,商务住宅,108.971703,34.288964,36822.17471934197,3807182.398545005
新城区,商务住宅,109.003678,34.291463,39783.94985980331,3807314.3241262063
新城区,商务住宅,109.003797,34.280274,39733.71093584562,3806070.8809761326
新城区,商务住宅,109.004592,34.279199,39801.13806015288,3805947.85794135
新城区,商务住宅,109.01257,34.271674,40495.70661342546,3805075.777918888
新城区,商务住宅,109.004587,34.278579,39797.286396972544,3805879.0095023992
新城区,商务住宅,108.967844,34.294176,36495.0941550493,3807779.0165493996
新城区,商务住宅,108.946951,34.283171,34507.943682572164,3806652.283700592
新城区,商务住宅,108.951041,34.278728,34860.51554854802,3806139.9529005378
新城区,商务住宅,108.947794,34.290554,34626.522333880304,3807468.56066467
新城区,商务住宅,108.946575,34.286086,34489.403536510246,3806977.8266470674
新城区,商务住宅,108.947525,34.282026,34554.53708436794,3806522.4541148916
新城区,商务住宅,108.971802,34.28607,36815.36789445882,3806860.4673884814
新城区,商务住宅,108.947747,34.290888,34624.0369756039,3807505.879254258
新城区,商务住宅,108.971572,34.287673,36802.98749836697,3807039.58709462
新城区,商务住宅,108.968931,34.293343,36590.72065430356,3807681.5112809194
新城区,商务住宅,108.946521,34.285823,34482.96904512658,3806948.8590324414
新城区,商务住宅,108.970274,34.291746,36705.74321153952,3807497.968084923
新城区,商务住宅,108.971518,34.284621,36781.20350073301,3806700.8038106523
新城区,商务住宅,108.949477,34.294882,34805.63612815755,3807941.613022848
新城区,商务住宅,109.023989,34.248878,41424.6230478654,3802491.881114209
新城区,商务住宅,109.002673,34.281511,39636.835777725966,3806213.394201399
新城区,商务住宅,109.00882,34.249199,40027.14203727851,3802596.2078797272
新城区,商务住宅,109.022404,34.255606,41315.054785404296,3803246.4012024016
新城区,商务住宅,109.008747,34.266867,40116.89707774669,3804559.1379475165
新城区,商务住宅,109.008213,34.251652,39984.545715975924,3802871.444605534
新城区,商务住宅,109.013667,34.243916,40445.42883482762,3801987.3976972415
新城区,商务住宅,109.011359,34.245698,40242.24242315319,3802195.8013934074
新城区,商务住宅,109.012182,34.244562,40311.963884051656,3802065.883383408
新城区,商务住宅,109.025186,34.253073,41557.86700113246,3802952.4564541206
新城区,商务住宅,109.011425,34.256646,40308.07725498901,3803411.627348169
新城区,商务住宅,109.008566,34.246361,39988.21689025819,3802282.108532795
新城区,商务住宅,108.983822,34.278046,37879.59062908322,3805914.2645091605
新城区,商务住宅,108.977337,34.287147,37331.640964394435,3806954.823513027
新城区,商务住宅,108.99165,34.277713,38599.60252688179,3805841.617076935
新城区,商务住宅,108.948118,34.278868,34591.74983940704,3806168.9215639285
新城区,商务住宅,108.945338,34.282977,34358.13719945494,3806638.1422054884
新城区,商务住宅,108.94498,34.283723,34329.255581195524,3806722.6572896256
新城区,商务住宅,108.945183,34.282225,34339.682619848405,3806555.3174952064
新城区,商务住宅,108.944751,34.285497,34317.96000718599,3806920.776434662
新城区,商务住宅,108.972181,34.291678,36881.19038157188,3807481.697445285
新城区,商务住宅,108.978557,34.281242,37411.661422773206,3806293.3030438563
新城区,商务住宅,109.010504,34.253766,40207.407525889575,3803095.885518484
新城区,商务住宅,108.97015,34.292325,36697.50012442755,3807562.853029744
新城区,商务住宅,109.024416,34.251465,41478.09125030541,3802777.3180256793
新城区,商务住宅,109.009139,34.249315,40057.2008624163,3802607.647125374
新城区,商务住宅,109.024754,34.251521,41509.57305688242,3802782.0109337093
新城区,商务住宅,109.013672,34.262391,40546.67309397727,3804039.6113878437
新城区,商务住宅,109.017677,34.261628,40911.8868466235,3803936.719639542
新城区,商务住宅,109.012761,34.262447,40462.95878739009,3804049.959453846
新城区,商务住宅,109.015084,34.244475,40579.19285525975,3802043.075460009
新城区,商务住宅,109.010576,34.264106,40270.49808838067,3804244.147271804
新城区,商务住宅,108.94635,34.280277,34436.51256462181,3806333.5608584858
新城区,商务住宅,108.947338,34.278894,34519.96718622191,3806175.391345496
新城区,商务住宅,108.946195,34.282048,34432.01952542941,3806531.006322815
新城区,商务住宅,108.96872,34.294683,36578.651217727864,3807831.3298391504
新城区,商务住宅,108.972204,34.289347,36870.476205325336,3807222.6542720594
新城区,商务住宅,108.944896,34.284051,34323.32567278115,3806759.479513833
新城区,商务住宅,108.950291,34.294895,34880.755288429325,3807939.3202695185
新城区,商务住宅,108.945709,34.286834,34413.69354193035,3807064.897189396
新城区,商务住宅,108.94608,34.284883,34437.10411042167,3806846.463771588
新城区,商务住宅,108.968256,34.277802,36442.86083032552,3805958.2300742944
新城区,商务住宅,108.968866,34.277656,36498.306921122305,3805939.222440772
新城区,商务住宅,108.969739,34.294024,36668.967113608844,3807753.4651188394
新城区,商务住宅,108.971831,34.293089,36856.69113497279,3807640.037371433
新城区,商务住宅,108.945,34.281414,34318.319405953865,3806466.067351224
新城区,商务住宅,108.969544,34.294686,36654.63632142352,3807827.8948593102
新城区,商务住宅,108.994122,34.279592,38837.848902364494,3806039.093974326
新城区,商务住宅,108.971598,34.290005,36818.22600924736,3807298.517480833
新城区,商务住宅,108.97154,34.283758,36778.48039851163,3806604.837294309
新城区,商务住宅,108.967372,34.293409,36447.35024463601,3807695.9736138703
新城区,商务住宅,108.947318,34.284288,34547.96421592578,3806774.6813738463
新城区,商务住宅,108.950883,34.27983,34852.03773909382,3806263.09450099
新城区,商务住宅,109.019618,34.258435,41073.50266163814,3803573.252146952
新城区,商务住宅,109.008184,34.267454,40068.1820737503,3804626.896599118
新城区,商务住宅,109.013723,34.261656,40547.36636088963,3803957.735191405
新城区,商务住宅,109.015969,34.261039,40751.14766419586,3803879.025255788
新城区,商务住宅,109.014943,34.260981,40656.20370579488,3803877.2288353182
新城区,商务住宅,109.006422,34.249918,39809.870761050435,3802686.9509844957
新城区,商务住宅,109.00803,34.265938,40045.69750082056,3804459.1944626644
新城区,商务住宅,109.019237,34.260907,41051.83426169644,3803849.5695285285
新城区,商务住宅,109.007961,34.245893,39929.8524862405,3802232.865321074
新城区,商务住宅,109.008236,34.254092,39999.992222759116,3803142.3807311184
新城区,商务住宅,109.007227,34.253636,39904.43360253109,3803096.3032830246
新城区,商务住宅,109.007148,34.250761,39881.44306820625,3802777.300264309
新城区,商务住宅,108.95084,34.278937,34843.13600899349,3806164.092180952
新城区,商务住宅,109.012802,34.258652,40446.03045847168,3803628.2179027875
新城区,商务住宅,109.007646,34.245674,39899.59887788445,3802209.9667448746
新城区,商务住宅,109.007487,34.255683,39939.596519393206,3803322.5092954664
新城区,商务住宅,109.00614,34.24823,39774.63715311518,3802500.723374374
新城区,商务住宅,109.006465,34.247373,39799.935329889355,3802404.051651126
新城区,商务住宅,109.008694,34.244878,39991.92790600943,3802116.793466442
新城区,商务住宅,109.00287,34.280538,39649.67748115875,3806104.4161683186
新城区,商务住宅,109.006006,34.247107,39756.141719056526,3802376.5858755372
新城区,商务住宅,109.003747,34.278569,39719.77459423593,3805881.712279636
新城区,商务住宅,109.002334,34.279616,39595.20897109667,3806004.43226393
新城区,商务住宅,109.002381,34.279404,39598.38292598585,3805980.6692877067
新城区,商务住宅,109.00315,34.277724,39660.10236484627,3805790.558286407
新城区,商务住宅,109.002418,34.279283,39601.13268317096,3805967.060249305
新城区,商务住宅,109.012715,34.29202,40620.17095861293,3807335.1949653015
新城区,商务住宅,109.008703,34.283634,40204.44873739057,3806421.8528867243
新城区,商务住宅,108.968686,34.291278,36556.75389303069,3807453.241701426
新城区,商务住宅,109.008756,34.286604,40225.566661836696,3806751.5267497622
新城区,商务住宅,109.016855,34.288719,40983.84728152456,3806949.755252131
新城区,商务住宅,109.016057,34.290236,40918.55157437251,3807121.8808079176
新城区,商务住宅,109.011388,34.285999,40464.93682019098,3806672.3857263764
新城区,商务住宅,109.01529,34.291154,40852.847148062254,3807227.328614894
新城区,商务住宅,108.951419,34.278739,34895.433019487304,3806139.4403888076
