grid_id,segment_count,total_length_m
317,1,506.84330764771846
318,1,529.5382086962662
319,1,9.334953817326594
320,3,1116.3400225801638
321,2,986.5317881127066
322,0,0.0
323,1,424.94055350184817
324,1,540.0210664469408
325,1,102.18576463690535
326,0,0.0
327,4,2168.239291228173
328,0,0.0
329,0,0.0
330,1,18.421843459010507
331,46,15614.658969916802
332,130,35639.23646443534
333,291,92180.52166294196
334,403,120492.53986055267
335,330,103670.31854723394
336,196,61163.87397884166
337,165,58360.48845571101
338,177,59188.83256611184
339,218,68844.32831306815
340,210,64459.01271110484
341,128,42881.89466528074
342,171,50588.90621028416
343,247,79402.68307204377
344,231,76263.1336817177
345,303,92104.30059554634
346,197,54304.387369185635
347,202,59304.64682733365
348,223,66400.03073722466
349,229,74412.43908919321
350,331,99558.36770952599
351,290,111052.8274698331
352,341,93058.50475144488
353,199,75478.18955310997
354,164,29041.294249496732
355,20,4322.659853501733
356,3,858.6741670320341
357,0,0.0
358,0,0.0
359,1,42.11855730768454
360,1,464.72475033995767
361,0,0.0
362,1,530.9776654908579
363,2,996.195908012696
364,2,153.19185736546217
365,0,0.0
366,0,0.0
367,0,0.0
368,0,0.0
369,0,0.0
370,4,1535.0065882900715
371,6,1297.7386103655444
372,15,5625.3587355505415
373,9,1645.725038662374
374,1,163.18473058406556
375,64,20097.729479054655
376,163,43810.829680865936
377,624,168348.55286461592
378,486,176270.09320919286
379,331,110781.09365899907
380,331,108802.06270881712
381,265,90519.75098253331
382,232,81036.9722425665
383,365,120995.09077643394
384,394,128810.8709017215
385,205,78346.66894240423
386,290,96583.5420286232
387,380,139160.02065664556
388,322,109193.83990845732
389,432,124272.49503944098
390,450,136403.83288833735
391,307,98860.4298828151
392,308,88178.8571552328
