grid_id,segment_count,total_length_m,total_length_km,carbon_emission_kg
100,84,31032.178883485067,31.032178883485063,7.2897691415194785
101,68,24762.7043371539,24.7627043371539,5.817006875840822
102,128,38908.106500016,38.908106500016,9.13990329791876
103,57,20147.06650453004,20.14706650453004,4.732747392579151
104,75,25875.19490230688,25.87519490230688,6.07834203450091
105,82,26364.471026254017,26.364471026254016,6.193277888777331
106,66,21988.502855013867,21.988502855013863,5.165319205671308
107,36,14082.772620983653,14.082772620983652,3.30818411639527
108,58,19761.038693178525,19.761038693178524,4.642065599414567
109,57,16446.065905755382,16.446065905755383,3.863345341920997
110,73,24114.53523204625,24.11453523204625,5.664745471359985
111,54,20289.390940743066,20.289390940743065,4.766180825889954
112,93,29324.58988683771,29.32458988683771,6.8886394103170465
113,244,77376.72738319814,77.37672738319814,18.176567029587076
114,137,44922.27643134833,44.92227643134833,10.552691956488037
115,66,18992.03488939553,18.99203488939553,4.461418915867904
116,49,14956.084750818918,14.95608475081892,3.513333868814872
117,30,11290.156356766409,11.290156356766408,2.6521706297679972
118,17,5610.601233800112,5.610601233800112,1.3179863358319843
119,24,9535.964978989838,9.535964978989838,2.240093533214503
120,24,6661.421954760435,6.661421954760435,1.5648346313927737
121,12,2902.9988677466085,2.9029988677466085,0.6819434640223558
122,11,4114.768648210021,4.1147686482100205,0.9666003031510159
123,2,469.2635329803624,0.4692635329803624,0.11023469653241683
124,1,266.41428743440645,0.2664142874344064,0.06258338026121636
125,0,0.0,0.0,0.0
126,0,0.0,0.0,0.0
127,0,0.0,0.0,0.0
128,0,0.0,0.0,0.0
129,0,0.0,0.0,0.0
130,131,19334.71589048975,19.33471589048975,4.541918109834947
131,246,64144.12006949933,64.14412006949934,15.06809524552609
132,425,103935.36342789204,103.93536342789204,24.415456222846117
133,380,148830.31420730776,148.83031420730777,34.96172911043867
134,482,140349.19718310403,140.34919718310402,32.96942991028297
135,391,153091.8061770051,153.0918061770051,35.96279618904027
136,250,84440.48201923187,84.44048201923188,19.83591363113776
137,160,58070.65865235496,58.070658652354965,13.641378424024705
138,195,67326.33259034334,67.32633259034334,15.815628788797556
139,179,63465.41107258035,63.465411072580345,14.90865971505985
140,83,33351.08119909351,33.351081199093514,7.834502484479058
141,97,31645.533765308697,31.6455337653087,7.433852336808666
142,72,22658.894920757142,22.65889492075714,5.322801005835061
143,33,11063.344544931226,11.063344544931226,2.5988902670497946
144,28,7690.036478447153,7.690036478447153,1.806466469152021
145,57,17107.77190038668,17.10777190038668,4.018786697119835
146,67,22730.632258560458,22.73063225856046,5.339652823858438
147,105,36558.44952475897,36.55844952475897,8.58794537786113
148,189,57985.32421145101,57.98532421145101,13.621332510511955
149,282,111676.25325729042,111.6762532572904,26.233868652670093
150,501,100319.21798409872,100.31921798409871,23.565987496644635
151,76,20363.79667731739,20.36379667731739,4.783659477468627
152,13,4368.888152339641,4.3688881523396415,1.0262955158661051
153,20,6866.348979962108,6.866348979962108,1.612974038882899
154,13,3463.321866008116,3.463321866008116,0.8135689395439666
155,4,577.2853768291144,0.5772853768291144,0.13561010787092717
156,14,3460.707573753158,3.460707573753158,0.8129548161503545
157,18,5038.493955500094,5.038493955500094,1.183592615086527
158,10,1731.3130392525086,1.731313039252509,0.40670274605080686
159,13,3000.002619969855,3.000002619969855,0.7047306154571186
160,4,661.3112903281142,0.6613112903281142,0.15534863521097728
161,0,0.0,0.0,0.0
162,0,0.0,0.0,0.0
163,0,0.0,0.0,0.0
164,0,0.0,0.0,0.0
165,0,0.0,0.0,0.0
166,0,0.0,0.0,0.0
167,242,62475.45365737692,62.47545365737693,14.676108818654415
168,345,120956.71737244132,120.95671737244132,28.41394247796019
169,562,200352.90703890368,200.35290703890368,47.064901392508865
170,539,133156.91636278262,133.15691636278262,31.279891222781266
171,404,150221.20221087246,150.22120221087246,35.28846261135605
172,314,131025.52076666994,131.02552076666996,30.77920508329844
173,338,121411.25228794228,121.41125228794228,28.52071727496052
174,277,101912.05738399964,101.91205738399964,23.94016140007535
175,249,86324.59255485005,86.32459255485006,20.278510037059828
176,286,89638.04578502347,89.63804578502346,21.056873335359864
177,146,43532.23561886454,43.53223561886454,10.226157469227468
178,64,20024.182525594388,20.024182525594387,4.703880717087378
179,68,21013.93118647899,21.013931186478988,4.936382575015779
180,79,23344.95738292711,23.34495738292711,5.483963938823408
181,51,16871.977056388252,16.871977056388253,3.9633961303161644
182,47,16435.57402952037,16.435574029520367,3.8608806952746293
183,60,18166.812184913542,18.166812184913542,4.26756585035804
184,77,24596.944524267503,24.596944524267503,5.778068238195679
185,124,31034.49713217845,31.03449713217845,7.290313721320041
186,143,44180.39691985939,44.18039691985939,10.37841704044417
187,167,46953.31856428459,46.953318564284594,11.029804063936092
188,106,33872.40455478744,33.872404554787444,7.9569665539651195
189,65,19452.56126422213,19.45256126422213,4.569601166578421
190,39,9902.809787413356,9.902809787413355,2.3262690471612717
191,41,10900.48073996374,10.90048073996374,2.5606319306248824
192,20,5629.688760546815,5.629688760546815,1.3224701867400523
193,7,1741.2856613118568,1.7412856613118568,0.40904541469876826
194,8,2968.9406966389297,2.9689406966389296,0.697433859047451
195,12,4231.123183782589,4.231123183782589,0.9939331471023681
196,2,743.5860649726023,0.7435860649726024,0.17467580252271397
197,8,3401.1536870672744,3.4011536870672745,0.7989650126289735
198,1,80.07696966616727,0.0800769696661672,0.01881088094427932
199,0,0.0,0.0,0.0
200,1,17.27308576832059,0.0172730857683205,0.00405762057783615
201,0,0.0,0.0,0.0
202,0,0.0,0.0,0.0
203,0,0.0,0.0,0.0
204,0,0.0,0.0,0.0
205,23,5651.082900221328,5.651082900221327,1.3274958840909923
206,127,29010.39301669486,29.01039301669486,6.81483142355179
207,380,107918.89873599252,107.91889873599251,25.351228502072004
208,520,177004.15326046705,177.00415326046706,41.58004564241632
209,401,152017.68661246623,152.01768661246624,35.710474762134446
210,159,53988.186471242734,53.988186471242734,12.682364883959634
211,146,52144.17584617583,52.14417584617583,12.249188348025163
212,185,67625.55950102852,67.62555950102852,15.885920182386608
213,305,101855.18578687568,101.85518578687568,23.926801693194967
214,328,107065.4018851987,107.06540188519872,25.15073355685203
215,347,125919.39656303002,125.91939656303002,29.579725446621385
216,660,198172.81669100453,198.17281669100453,46.552776368883876
217,212,74220.2912060498,74.22029120604981,17.43508860721316
218,187,46145.71304548223,46.14571304548223,10.840089451514233
219,109,32075.2433336903,32.0752433336903,7.534795411517189
220,112,32687.43999046289,32.68743999046289,7.678606528159638
221,97,29414.33401019366,29.41433401019366,6.909721202334593
222,31,12393.134981243413,12.393134981243414,2.9112713384438904
223,68,16632.5662151462,16.6325662151462,3.9071561295999935
224,80,21359.45331008161,21.35945331008161,5.017549177071271
225,101,30916.47110435916,30.91647110435916,7.262588227125011
226,85,23126.83550076608,23.12683550076608,5.43272492748496
227,90,30768.580850682825,30.768580850682824,7.227847327633903
228,68,17816.43726284358,17.816437262843582,4.185259277414586
229,82,20395.023457172458,20.395023457172456,4.790994960324382
230,94,32762.303846916857,32.76230384691686,7.696192796679239
231,68,19162.217666382963,19.162217666382965,4.501396552010022
232,26,9233.778408891068,9.233778408891068,2.169106886032601
233,17,6398.008256054147,6.398008256054147,1.5029561194296797
234,12,4884.377560633931,4.884377560633931,1.1473891327685168
235,12,4229.48228946862,4.229482289468621,0.9935476846190736
236,5,1725.1619522021217,1.7251619522021218,0.4052577941918004
237,7,2538.7642327258145,2.538764232725814,0.5963811059096211
238,0,0.0,0.0,0.0
239,0,0.0,0.0,0.0
240,1,415.06002463760655,0.4150600246376065,0.09750175038762016
241,1,167.15116223612205,0.167151162236122,0.03926547952088736
242,0,0.0,0.0,0.0
243,0,0.0,0.0,0.0
244,0,0.0,0.0,0.0
245,0,0.0,0.0,0.0
246,52,10944.79601140746,10.94479601140746,2.571042031039726
247,86,30196.10119733014,30.19610119733014,7.093366132264823
248,439,92424.5835020274,92.4245835020274,21.711458910461257
249,532,157518.50030428873,157.51850030428872,37.00267090648046
250,374,99603.2420592226,99.6032420592226,23.39779759213198
251,218,57382.541923303936,57.38254192330393,13.479732923203327
252,79,32046.122507348788,32.04612250734879,7.527954638201305
253,96,37054.90163709183,37.05490163709183,8.704566943569242
254,80,31506.53968809393,31.50653968809393,7.401201238130145
255,117,44356.74822779677,44.35674822779677,10.41984372619174
256,141,46852.770581320816,46.85277058132082,11.006184337258075
257,123,44980.40393758968,44.980403937589685,10.566346688979195
258,283,79446.24132570857,79.44624132570857,18.662716549822203
259,226,82287.88786639353,82.28788786639353,19.330247738694506
260,181,54009.74459506084,54.00974459506084,12.687429102825742
261,195,46189.02025113278,46.18902025113278,10.850262747193602
262,151,63381.46844457687,63.38146844457688,14.888940752315555
263,165,44347.632363703146,44.34763236370315,10.417702318557508
264,91,24790.370037664223,24.79037003766422,5.823505825547703
265,116,32103.29434752905,32.10329434752905,7.541384875178049
266,143,45816.778279832106,45.81677827983211,10.76281938571536
267,133,42490.209284591765,42.49020928459176,9.981375063043451
268,157,53933.902783555845,53.93390278355584,12.669613102885103
269,139,40121.35297452864,40.12135297452864,9.424907027246523
270,42,11566.05665053018,11.56605665053018,2.716982367776044
271,40,7720.887131290508,7.720887131290508,1.8137135960114534
272,25,6340.21756727366,6.34021756727366,1.4893805087282554
273,18,5877.329706521532,5.877329706521532,1.3806435213589732
274,16,6299.495007236656,6.299495007236656,1.4798143721499626
275,13,2921.498209317135,2.9214982093171358,0.6862891443506883
276,11,4504.86691314723,4.50486691314723,1.0582382865674158
277,14,4291.745849837319,4.291745849837319,1.0081740175852847
278,4,486.1309462263226,0.4861309462263226,0.11419702057802533
279,5,1301.964387355538,1.301964387355538,0.3058444542336894
280,2,764.1706139282278,0.7641706139282278,0.17951131891787994
281,1,414.79659791931607,0.414796597919316,0.09743986881722652
282,0,0.0,0.0,0.0
283,1,582.2111868737286,0.5822111868737286,0.1367672299085075
284,1,102.3605415397139,0.1023605415397139,0.02404551481309419
285,0,0.0,0.0,0.0
286,0,0.0,0.0,0.0
287,0,0.0,0.0,0.0
288,86,28459.47105013333,28.459471050133327,6.68541434438682
289,149,42783.25579251224,42.78325579251224,10.05021461821905
290,311,88485.27027584333,88.48527027584333,20.786074840498358
291,360,135318.92112896134,135.31892112896134,31.78776776240431
292,329,110964.86870297694,110.96486870297691,26.066757307016307
293,164,55102.8992351396,55.1028992351396,12.944222059326648
294,92,32170.70779153883,32.17070779153883,7.557220967310387
295,94,35827.720962988176,35.827720962988174,8.416289931415552
296,88,31401.3044044532,31.4013044044532,7.3764804176501
297,107,39418.49995182348,39.418499951823485,9.259799823682854
298,86,35505.820150662985,35.505820150662984,8.340672211592242
299,98,30061.678739364907,30.061678739364908,7.061788952664211
300,128,41782.9790469784,41.7829790469784,9.815239607925696
301,207,55368.20016389516,55.36820016389516,13.006543900500613
302,230,64015.69595201885,64.01569595201885,15.037927136088747
303,212,55329.70170346882,55.32970170346882,12.997500227161861
304,144,51928.93195789686,51.92893195789686,12.198625406229548
305,121,41826.5636115983,41.8265636115983,9.825478058000556
306,127,34751.904908476965,34.751904908476966,8.163569982050324
307,177,46317.428971629466,46.31742897162947,10.880427239725478
308,154,45826.17482068196,45.82617482068196,10.7650267271264
309,117,40013.86261678286,40.01386261678286,9.39965646730846
310,281,71454.56028134149,71.45456028134149,16.78539075568993
311,135,35481.00404315678,35.48100404315678,8.334842659777959
312,30,4688.506286691197,4.688506286691196,1.1013770118066288
313,4,1320.6155730706214,1.3206155730706215,0.3102258042700197
314,2,1081.757079540368,1.081757079540368,0.25411555555482784
315,2,825.5014667065686,0.8255014667065687,0.19391854954403998
316,1,70.21473811361028,0.0702147381136102,0.01649414413026809
317,1,497.17506059457736,0.4971750605945773,0.11679139348427213
318,1,330.6556540250342,0.3306556540250342,0.07767431968702068
319,1,515.4126711832072,0.5154126711832072,0.12107559058764715
320,2,921.3695916702418,0.9213695916702418,0.2164389307792565
321,2,1091.048760358145,1.0910487603581451,0.2562982642957318
322,3,821.7643284313984,0.8217643284313985,0.1930406583918198
323,1,578.3196544785749,0.5783196544785749,0.13585307003356192
324,0,0.0,0.0,0.0
325,1,226.59105164340068,0.2265910516434006,0.05322850394155126
326,2,412.5062106732927,0.4125062106732927,0.09690183394926308
327,3,763.1753007559307,0.7631753007559308,0.1792775099005757
328,2,562.9983508912204,0.5629983508912204,0.13225394260785656
329,1,68.19642103319633,0.0681964210331963,0.01602002126490805
330,0,0.0,0.0,0.0
331,77,25484.129682517698,25.484129682517697,5.986476903720233
332,210,52739.9651714927,52.7399651714927,12.38914521843535
333,329,105751.53455207925,105.75153455207924,24.842092981628937
334,432,133168.14578214067,133.16814578214067,31.282529125682665
335,311,91668.22060816929,91.66822060816928,21.53378170306505
336,206,72671.22495200568,72.67122495200567,17.07119745347565
337,132,45211.60828454082,45.211608284540816,10.620658902121482
338,140,51430.39987192262,51.430399871922624,12.081515233913343
339,155,45984.95053870545,45.984950538705455,10.8023247310473
340,145,46483.435959896095,46.48343595989609,10.919423941339192
341,111,33983.157806383184,33.98315780638318,7.982983600297473
342,110,32706.32766147431,32.70632766147431,7.68304343095693
343,187,59421.03814617238,59.42103814617238,13.958596070917356
344,179,55124.58174597163,55.124581745971625,12.949315497946193
345,200,61389.89897329084,61.38989897329084,14.42110116781575
346,112,30803.23416900042,30.803234169000422,7.235987738639889
347,122,33648.93264029118,33.648932640291186,7.904470766530803
348,140,40880.32787033929,40.88032787033929,9.603197820021403
349,142,44059.68876962838,44.05968876962838,10.350061488873402
350,241,71257.37478683126,71.25737478683126,16.739069911174532
351,222,84771.88063710384,84.77188063710383,19.913762480462065
352,217,59284.80169126968,59.28480169126968,13.92659276529616
353,126,41794.43375912221,41.79443375912221,9.817930434355398
354,132,24160.47152468933,24.160471524689328,5.67553636586477
355,31,6113.187298905787,6.113187298905787,1.4360488283859583
356,1,542.2873261236847,0.5422873261236847,0.12738871577971475
357,0,0.0,0.0,0.0
358,0,0.0,0.0,0.0
359,0,0.0,0.0,0.0
360,0,0.0,0.0,0.0
361,0,0.0,0.0,0.0
362,1,515.4126711832072,0.5154126711832072,0.12107559058764715
363,0,0.0,0.0,0.0
364,0,0.0,0.0,0.0
365,2,602.9768584417882,0.6029768584417882,0.14164529381656044
366,3,1110.584860755434,1.110584860755434,0.260887489640059
367,3,1404.3203900211045,1.4043203900211043,0.32988890281985767
368,2,459.7649041267115,0.4597649041267115,0.10800337362840572
369,1,582.2111868737286,0.5822111868737286,0.1367672299085075
370,2,544.7209730989326,0.5447209730989326,0.12796040379067022
371,5,1609.420947515503,1.609420947515503,0.3780690747808667
372,18,4962.792300040771,4.962792300040771,1.1658095392025776
373,11,2008.3809787842024,2.0083809787842024,0.47178877572619693
374,0,0.0,0.0,0.0
375,102,34305.53275630976,34.30553275630976,8.058712699784726
376,210,56841.52502470748,56.84152502470748,13.352642643554034
377,676,186511.8177306486,186.5118177306486,43.81349110310667
378,509,178414.0385608284,178.4140385608284,41.9112417983242
379,319,106764.4072924118,106.7644072924118,25.080026917060454
380,301,101575.89084654071,101.57589084654072,23.86119251876088
381,214,76418.22496311275,76.41822496311275,17.951405226084816
382,234,77684.47203102396,77.68447203102396,18.24885932480784
383,288,92652.33361905038,92.65233361905038,21.76495969045113
384,310,96501.43524255908,96.50143524255908,22.669152152829554
385,157,63214.84226127309,63.21484226127309,14.849798595595663
386,212,65888.55841417973,65.88855841417973,15.47788125707496
387,319,111142.57022721894,111.14257022721894,26.108501172076
388,269,83486.89263947682,83.48689263947682,19.6119059499395
389,321,90519.86165828053,90.51986165828052,21.26402070214668
390,306,88855.8239988418,88.8558239988418,20.87312161556793
391,224,64009.00920848511,64.00900920848511,15.036356353165237
392,265,77553.63438021854,77.55363438021854,18.218124252257137
393,145,51274.632574429335,51.27463257442933,12.044923938059194
394,229,79310.57993824147,79.31057993824147,18.630848333292306
395,238,67848.8604797148,67.8488604797148,15.938375815289804
396,234,59094.80248630275,59.094802486302754,13.88196005205738
397,128,46110.44861516341,46.11044861516341,10.831805484188036
398,66,18138.309096118137,18.13830909611813,4.260870189769111
399,14,3041.594256774344,3.041594256774344,0.7145009068588611
400,0,0.0,0.0,0.0
401,0,0.0,0.0,0.0
402,0,0.0,0.0,0.0
403,0,0.0,0.0,0.0
404,0,0.0,0.0,0.0
405,0,0.0,0.0,0.0
406,1,515.4126711832072,0.5154126711832072,0.12107559058764715
407,0,0.0,0.0,0.0
408,0,0.0,0.0,0.0
409,0,0.0,0.0,0.0
410,0,0.0,0.0,0.0
411,2,284.58412521290643,0.2845841252129064,0.06685165685376374
412,4,461.2571677742124,0.4612571677742124,0.10835392128184014
413,2,642.5590317578854,0.6425590317578853,0.15094354215024475
414,12,2961.549354425186,2.961549354425186,0.6956975588480204
415,22,5359.521712424966,5.359521712424966,1.2590052454657488
416,20,7617.488568646147,7.617488568646147,1.7894242396606665
417,0,0.0,0.0,0.0
418,0,0.0,0.0,0.0
419,0,0.0,0.0,0.0
420,90,36080.00297355728,36.080002973557285,8.475553498518343
421,326,68967.11283747162,68.96711283747162,16.20106447665046
422,528,163932.40370308133,163.93240370308132,38.50936095389084
423,243,90663.6898746852,90.6636898746852,21.2978073884623
424,192,69938.43057313186,69.93843057313185,16.429236725934405
425,308,106454.85691192618,106.4548569119262,25.007310437180582
426,509,149926.69438681458,149.92669438681455,35.219279778406616
427,590,167044.82595144896,167.04482595144896,39.24050006425487
428,509,168085.9499673318,168.0859499673318,39.48507050682591
429,800,240761.8436267909,240.7618436267909,56.55736468636946
430,790,258086.94221776765,258.08694221776767,60.62720359637581
431,836,312891.58856620843,312.89158856620844,73.50136307008803
432,1066,245509.2420780156,245.5092420780156,57.672576056546646
433,420,150693.7370510944,150.6937370510944,35.399465770672585
434,372,128168.42640622766,128.16842640622767,30.108045047086943
435,578,141755.36026172267,141.75536026172267,33.299751679081275
436,443,149442.70696258624,149.44270696258624,35.10558629258114
437,440,129608.93364281458,129.60893364281458,30.44643460203357
438,291,97249.10002032144,97.24910002032144,22.84478608577371
439,407,140306.67784806725,140.30667784806724,32.95944169328948
440,436,121882.62226547192,121.88262226547192,28.63144679638201
441,188,59086.30916562626,59.08630916562626,13.879964886097264
442,117,34821.39110371545,34.82139110371545,8.179892984173797
443,58,15516.895715905812,15.516895715905813,3.6450739726234342
444,2,530.9785982963631,0.5309785982963631,0.12473218252579865
445,0,0.0,0.0,0.0
446,0,0.0,0.0,0.0
447,0,0.0,0.0,0.0
448,0,0.0,0.0,0.0
449,0,0.0,0.0,0.0
450,0,0.0,0.0,0.0
451,1,221.3789913067352,0.2213789913067351,0.0520041388478651
452,1,294.03367987647204,0.294033679876472,0.06907145173978205
453,0,0.0,0.0,0.0
454,0,0.0,0.0,0.0
455,0,0.0,0.0,0.0
456,0,0.0,0.0,0.0
457,0,0.0,0.0,0.0
458,4,264.7641788910221,0.2647641788910221,0.06219575326328988
459,11,4074.073139351565,4.074073139351565,0.9570405211650763
460,17,5735.338324290731,5.735338324290731,1.3472883257591355
461,8,2477.5606152694254,2.4775606152694256,0.5820037641329407
462,3,660.9900665763046,0.6609900665763045,0.15527317653943967
463,0,0.0,0.0,0.0
464,0,0.0,0.0,0.0
465,0,0.0,0.0,0.0
466,156,45757.83920229501,45.75783920229501,10.748974007011121
467,500,117655.39723728248,117.65539723728249,27.63842936501003
468,681,222986.7344745253,222.9867344745253,52.38181379541074
469,760,230591.0353396113,230.5910353396113,54.16814011162809
470,340,124169.32530618412,124.16932530618412,29.16861620767571
471,250,102562.113818955,102.562113818955,24.09286615721072
472,305,110668.9668751256,110.6689668751256,25.997247008635757
473,772,247603.2389238045,247.60323892380453,58.16447685559093
474,1117,324618.1024823456,324.6181024823456,76.2560384541278
475,1143,347423.14166218915,347.42314166218915,81.61317020786485
476,1504,438810.4443332791,438.8104443332791,103.08096147833061
477,1291,399468.31876317546,399.4683187631754,93.83910276065754
478,1069,341512.4419310462,341.51244193104617,80.22468773402205
479,859,251448.1210196365,251.4481210196365,59.067678108722816
480,576,181476.0450403376,181.4760450403376,42.6305377404257
481,353,108057.84596599896,108.05784596599896,25.383868595872816
482,368,111678.50624246064,111.67850624246064,26.234397901416436
483,339,96533.99606035216,96.53399606035217,22.67680101453733
484,305,94284.38040411676,94.28438040411676,22.148343800731066
485,196,68125.70288455821,68.12570288455821,16.00340886461157
486,217,64390.15125459188,64.39015125459188,15.125890431216177
487,144,42437.617568115136,42.43761756811514,9.969020742925927
488,59,21157.31478580923,21.15731478580923,4.970064816334446
489,68,23152.899719617675,23.152899719617675,5.438847673135388
490,69,16602.101226385945,16.602101226385944,3.8999995990903225
491,4,1020.5228614717108,1.0205228614717108,0.23973102538831956
492,0,0.0,0.0,0.0
493,0,0.0,0.0,0.0
494,0,0.0,0.0,0.0
495,0,0.0,0.0,0.0
496,0,0.0,0.0,0.0
497,0,0.0,0.0,0.0
498,0,0.0,0.0,0.0
499,2,986.457272664946,0.986457272664946,0.23172867792172244
500,0,0.0,0.0,0.0
501,0,0.0,0.0,0.0
502,0,0.0,0.0,0.0
503,0,0.0,0.0,0.0
504,1,497.0723538368275,0.4970723538368275,0.1167672666398091
505,4,1137.274432040192,1.1372744320401922,0.2671571368305615
506,4,1817.780527928121,1.817780527928121,0.4270148238155948
507,16,5356.160291500439,5.356160291500439,1.258215614076368
508,14,3411.9074728761543,3.4119074728761545,0.8014911844533374
509,8,4218.320456037544,4.218320456037544,0.9909256583277796
510,8,626.5624285983042,0.6265624285983042,0.14718578010202757
511,0,0.0,0.0,0.0
512,0,0.0,0.0,0.0
513,12,3349.263283299474,3.349263283299474,0.7867754378798795
514,131,34861.50151203322,34.861501512033215,8.189315320191723
515,373,128568.4619851852,128.5684619851852,30.202017404939856
516,505,155032.45723388248,155.03245723388247,36.41867452881133
517,776,260817.10428009715,260.8171042800972,61.268545966437635
518,1133,314134.1346344285,314.1341346344285,73.7932495669736
519,501,150295.38626978674,150.29538626978675,35.305889188635604
520,251,94617.66510847944,94.61766510847944,22.226635710632905
521,308,96783.78817559165,96.78378817559164,22.735479680328236
522,970,353210.97768294695,353.210977682947,82.97279076750108
523,1042,325115.8443005282,325.1158443005282,76.37296298463708
524,1339,414693.40857765713,414.6934085776571,97.41562860897744
525,1838,645938.4012803276,645.9384012803276,151.73738984476176
526,932,280089.3800230724,280.0893800230724,65.79579626121993
527,902,380404.30150532257,380.40430150532256,89.36077446661533
528,1056,345856.2052699257,345.8562052699257,81.24508117995825
529,733,240015.0292200346,240.0150292200346,56.38193051407833
530,526,169568.42441171937,169.56842441171938,39.833318578557
531,512,150782.79927301052,150.7827992730105,35.4203873772229
532,363,124886.3925828884,124.8863925828884,29.337062481646313
533,379,122487.9431610501,122.48794316105013,28.773642727962287
534,272,75958.27567689464,75.95827567689464,17.843358539259324
