osm_id,name,fclass,grid_id,length_m,length_km
237069876,,unclassified,696,1809.6716474819605,1.809671647481961
237069877,,unclassified,794,695.38965265118,0.69538965265118
237069877,,unclassified,795,695.38965265118,0.69538965265118
237069878,,tertiary,743,2240.864777088068,2.240864777088068
237069878,,tertiary,744,2240.864777088068,2.240864777088068
237069878,,tertiary,745,2240.864777088068,2.240864777088068
237069878,,tertiary,746,2240.864777088068,2.240864777088068
237069878,,tertiary,747,2240.864777088068,2.240864777088068
237070108,,tertiary,840,1129.4988211775963,1.129498821177596
237070108,,tertiary,792,1129.4988211775963,1.129498821177596
237070108,,tertiary,888,1129.4988211775963,1.129498821177596
237070110,,residential,838,140.0312352900121,0.140031235290012
237070110,,residential,839,140.0312352900121,0.140031235290012
237070111,,residential,889,1014.1107748836196,1.01411077488362
237070111,,residential,890,1014.1107748836196,1.01411077488362
237070111,,residential,891,1014.1107748836196,1.01411077488362
237070112,,residential,887,545.9446349085133,0.545944634908513
237070112,,residential,839,545.9446349085133,0.545944634908513
237070113,,residential,843,101.53902059833585,0.101539020598336
237070114,,residential,843,186.44478295324387,0.186444782953244
237070114,,residential,795,186.44478295324387,0.186444782953244
237070115,,residential,843,64.1310126470043,0.064131012647004
237070116,,residential,795,301.8149458309962,0.301814945830996
237070117,,residential,842,257.33162097772083,0.257331620977721
237070117,,residential,843,257.33162097772083,0.257331620977721
237070118,,unclassified,843,524.2469836571046,0.524246983657105
237070118,,unclassified,891,524.2469836571046,0.524246983657105
237070119,十六中人行天桥,footway,888,63.49352072944849,0.063493520729448
237070504,,residential,317,1267.0732664879351,1.267073266487935
237070504,,residential,318,1267.0732664879351,1.267073266487935
237070504,,residential,360,1267.0732664879351,1.267073266487935
237070504,,residential,361,1267.0732664879351,1.267073266487935
237070504,,residential,405,1267.0732664879351,1.267073266487935
237070505,,unclassified,835,715.4273407363794,0.715427340736379
237070505,,unclassified,836,715.4273407363794,0.715427340736379
237070505,,unclassified,837,715.4273407363794,0.715427340736379
237070506,,residential,591,364.15320048230404,0.364153200482304
237070506,,residential,592,364.15320048230404,0.364153200482304
237070507,,tertiary,545,1228.7115000055917,1.228711500005592
