grid_id,total_length_m,total_length_km,density_km_per_km2
81,12373.105226983676,12.373105226983677,49.49242090793471
82,10431.238056785407,10.431238056785407,41.72495222714163
83,10819.916924517434,10.819916924517434,43.27966769806974
84,7161.009559664416,7.161009559664416,28.644038238657664
85,6559.201899700691,6.559201899700691,26.236807598802763
86,19266.00159365636,19.266001593656362,77.06400637462545
87,17189.620481236936,17.189620481236936,68.75848192494774
88,9606.218490563393,9.606218490563393,38.42487396225357
89,15309.872901676508,15.309872901676508,61.23949160670603
90,21293.853362810503,21.293853362810502,85.17541345124201
91,16605.817794411207,16.605817794411205,66.42327117764482
92,10252.576249962227,10.252576249962226,41.010304999848906
93,9573.144941506906,9.573144941506905,38.29257976602762
94,19072.816257096933,19.07281625709693,76.29126502838773
95,12547.88899354677,12.54788899354677,50.19155597418708
96,16287.619779052668,16.28761977905267,65.15047911621068
97,14146.153392024578,14.146153392024578,56.58461356809831
98,12430.06523358985,12.43006523358985,49.7202609343594
99,14428.681622759168,14.428681622759168,57.71472649103667
100,17927.451945658097,17.927451945658095,71.70980778263238
101,11841.698345819546,11.841698345819546,47.366793383278186
102,22837.521351645097,22.837521351645098,91.35008540658039
103,11835.417941268515,11.835417941268515,47.34167176507406
104,4062.145489846245,4.062145489846245,16.24858195938498
105,19531.72241980311,19.53172241980311,78.12688967921244
106,6854.5589924686365,6.854558992468636,27.418235969874544
107,5623.776775313889,5.623776775313889,22.495107101255556
108,4879.037827343616,4.879037827343616,19.516151309374465
109,2336.5481719685386,2.3365481719685386,9.346192687874154
110,6208.296043910452,6.208296043910452,24.833184175641808
111,4640.387167112947,4.640387167112947,18.56154866845179
112,6443.48001278517,6.44348001278517,25.77392005114068
113,10232.889775881558,10.232889775881558,40.93155910352623
114,12321.07000462664,12.32107000462664,49.28428001850656
115,5371.050549495714,5.371050549495714,21.484202197982857
116,940.8901369761138,0.9408901369761138,3.763560547904455
117,3257.3860341169457,3.2573860341169456,13.029544136467782
118,5065.91874761188,5.06591874761188,20.26367499044752
119,1440.4971514209963,1.4404971514209963,5.761988605683985
120,5741.695176048512,5.741695176048512,22.966780704194047
121,10559.219732451564,10.559219732451563,42.23687892980625
122,1102.9164412957819,1.102916441295782,4.411665765183128
123,8867.475167235236,8.867475167235236,35.469900668940944
124,1787.1605423722788,1.7871605423722787,7.148642169489115
125,5550.656221588223,5.550656221588223,22.202624886352893
126,1229.1264803014726,1.2291264803014725,4.91650592120589
127,1814.4456749692572,1.8144456749692572,7.257782699877029
128,11698.478779045274,11.698478779045274,46.7939151161811
129,7418.641599302027,7.418641599302028,29.67456639720811
130,13050.437139358159,13.05043713935816,52.20174855743264
131,9496.616898484814,9.496616898484813,37.98646759393925
132,13345.133334907558,13.345133334907558,53.38053333963023
133,20913.02292331944,20.913022923319442,83.65209169327777
134,24304.33238679693,24.30433238679693,97.21732954718772
135,27524.068597510828,27.524068597510826,110.0962743900433
136,34236.30099715663,34.236300997156626,136.9452039886265
137,31172.969140338268,31.172969140338267,124.69187656135307
138,25162.823117651744,25.162823117651744,100.65129247060698
139,32288.99726538974,32.28899726538974,129.15598906155896
140,18550.238074656074,18.550238074656075,74.2009522986243
141,18286.05080283588,18.28605080283588,73.14420321134352
142,31144.889374032267,31.144889374032267,124.57955749612907
143,22467.646688078243,22.467646688078243,89.87058675231297
144,16236.492839323108,16.23649283932311,64.94597135729244
145,27403.482831151297,27.403482831151297,109.61393132460519
146,23681.532243847505,23.681532243847506,94.72612897539003
147,20845.2994006417,20.8452994006417,83.3811976025668
148,6398.434123437715,6.398434123437715,25.59373649375086
149,3957.1330226689956,3.957133022668996,15.828532090675983
150,2665.3403013955462,2.6653403013955463,10.661361205582185
151,7330.358082721986,7.330358082721986,29.321432330887944
152,3818.744544025464,3.8187445440254644,15.274978176101857
153,2689.161181922774,2.689161181922774,10.756644727691096
154,5412.0780590617605,5.412078059061761,21.648312236247044
155,4832.309180062372,4.8323091800623725,19.32923672024949
156,748.2645878249092,0.7482645878249092,2.993058351299637
157,5017.972573463153,5.017972573463153,20.07189029385261
158,909.3446342453175,0.9093446342453175,3.63737853698127
159,1260.0260875555239,1.2600260875555238,5.040104350222095
160,6234.236024775811,6.234236024775811,24.936944099103243
162,5539.571070244683,5.539571070244683,22.158284280978734
163,2885.6857707272447,2.8856857707272447,11.542743082908979
164,8485.951137089738,8.485951137089739,33.943804548358955
165,4671.1972376053445,4.6711972376053446,18.684788950421378
166,7394.148241822926,7.3941482418229265,29.576592967291706
167,34200.500955816206,34.2005009558162,136.8020038232648
168,28322.883629288433,28.322883629288434,113.29153451715374
169,30698.696477811256,30.698696477811257,122.79478591124503
170,25782.92778586449,25.78292778586449,103.13171114345796
171,16471.715513194376,16.471715513194376,65.8868620527775
172,8465.17018026844,8.46517018026844,33.86068072107376
173,9589.764359004346,9.589764359004347,38.35905743601739
174,20100.473876507087,20.10047387650709,80.40189550602835
175,12138.920182272705,12.138920182272704,48.55568072909082
176,16354.906031387014,16.354906031387014,65.41962412554805
177,33600.70830554458,33.60070830554458,134.40283322217832
178,14162.00494647595,14.16200494647595,56.6480197859038
179,10924.876259866129,10.924876259866128,43.69950503946451
180,21305.766723628953,21.305766723628953,85.22306689451581
181,12027.625361398574,12.027625361398574,48.110501445594295
182,3112.9040249906097,3.11290402499061,12.45161609996244
183,8952.826101992541,8.95282610199254,35.81130440797016
184,5272.735894296686,5.2727358942966855,21.090943577186742
185,18688.62687329325,18.688626873293252,74.75450749317301
186,21430.101880721264,21.430101880721264,85.72040752288505
187,24550.986435043746,24.550986435043747,98.20394574017499
188,29045.07732134728,29.04507732134728,116.18030928538911
189,15759.687241460235,15.759687241460234,63.03874896584094
190,7891.657805308256,7.891657805308256,31.566631221233024
191,5133.960159609738,5.133960159609738,20.535840638438952
192,6723.5479126702185,6.7235479126702185,26.894191650680874
193,4434.615845742616,4.434615845742616,17.738463382970465
194,3134.9980224908463,3.1349980224908465,12.539992089963386
195,9951.330390181574,9.951330390181575,39.8053215607263
196,2783.384255111191,2.783384255111191,11.133537020444765
197,2432.5048995374823,2.4325048995374825,9.73001959814993
198,9138.735815782253,9.138735815782253,36.55494326312901
199,931.0456980111471,0.9310456980111471,3.7241827920445885
200,10224.018976618978,10.224018976618979,40.896075906475915
201,7623.82182574953,7.62382182574953,30.49528730299812
202,2822.110769480288,2.8221107694802883,11.288443077921153
203,5124.853063732949,5.124853063732949,20.499412254931794
204,7744.4543736689075,7.7444543736689075,30.97781749467563
205,20727.292419175126,20.727292419175125,82.9091696767005
206,12012.088676132576,12.012088676132576,48.048354704530304
207,9689.760042923319,9.68976004292332,38.75904017169328
208,12133.467088835941,12.13346708883594,48.53386835534376
209,28976.503840779602,28.976503840779603,115.90601536311841
210,15169.809720500705,15.169809720500705,60.67923888200282
211,15463.569725581647,15.463569725581646,61.854278902326584
212,18388.481185450713,18.388481185450715,73.55392474180286
213,21213.85692969201,21.21385692969201,84.85542771876804
214,21518.53491374893,21.51853491374893,86.07413965499572
215,6298.426374479037,6.298426374479037,25.19370549791615
216,24575.68473601577,24.57568473601577,98.30273894406308
217,20906.82239264313,20.906822392643132,83.62728957057253
218,15769.717381523738,15.769717381523739,63.078869526094955
219,10063.107264798993,10.063107264798994,40.252429059195975
220,35998.46797371949,35.99846797371949,143.99387189487797
221,7078.695129350908,7.078695129350908,28.314780517403634
222,900.6872625008385,0.9006872625008385,3.602749050003354
223,4814.397405612791,4.814397405612791,19.257589622451164
224,4691.038393733239,4.691038393733239,18.764153574932955
225,1675.4695993557718,1.6754695993557718,6.701878397423087
226,4466.343362875119,4.4663433628751195,17.865373451500478
227,8411.368838181823,8.411368838181822,33.64547535272729
228,12751.177585334402,12.751177585334402,51.004710341337606
229,14916.131054823629,14.916131054823628,59.66452421929451
230,19570.987517462676,19.570987517462676,78.2839500698507
231,20857.946860318778,20.857946860318776,83.4317874412751
232,18959.329470517398,18.959329470517396,75.83731788206958
233,23030.402868335168,23.03040286833517,92.12161147334068
234,14432.751407174777,14.432751407174777,57.73100562869911
235,11294.955518833909,11.294955518833909,45.179822075335636
236,4566.722009385319,4.56672200938532,18.26688803754128
237,10522.21718584668,10.522217185846682,42.088868743386726
238,10645.59105357193,10.64559105357193,42.58236421428772
239,6360.271295160163,6.360271295160163,25.441085180640652
240,14679.576783224711,14.67957678322471,58.71830713289884
241,6784.3042698564095,6.78430426985641,27.13721707942564
242,445.22385819174553,0.44522385819174554,1.7808954327669821
243,16696.358877470102,16.696358877470104,66.78543550988041
244,32819.52774267222,32.819527742672214,131.27811097068886
245,4462.542700972247,4.462542700972247,17.85017080388899
246,12424.238023812257,12.424238023812256,49.696952095249024
247,15569.790895083228,15.569790895083228,62.27916358033291
248,10084.165754411199,10.084165754411199,40.336663017644796
249,10239.676366377495,10.239676366377495,40.95870546550998
250,18611.32052137724,18.61132052137724,74.44528208550896
251,18777.482480388324,18.777482480388326,75.1099299215533
252,8122.970016992242,8.122970016992241,32.491880067968964
253,4155.19889935908,4.15519889935908,16.62079559743632
254,11961.127797277586,11.961127797277586,47.84451118911034
255,5087.745982948574,5.087745982948574,20.350983931794296
256,18174.091178361978,18.174091178361977,72.6963647134479
257,1851.9795095462018,1.8519795095462017,7.407918038184807
258,19709.90134622051,19.709901346220512,78.83960538488205
259,8421.985576859908,8.421985576859909,33.687942307439634
260,11534.828764702497,11.534828764702498,46.13931505880999
261,8223.753973934505,8.223753973934505,32.89501589573802
262,18812.531808692256,18.812531808692256,75.25012723476902
263,14353.795226543616,14.353795226543616,57.41518090617446
264,11226.744457186054,11.226744457186054,44.90697782874422
265,9725.176518994484,9.725176518994484,38.900706075977936
266,8082.874177941045,8.082874177941045,32.33149671176418
267,3480.838326856755,3.480838326856755,13.92335330742702
268,9250.26278436607,9.25026278436607,37.00105113746428
269,8797.26960247865,8.797269602478648,35.18907840991459
270,6450.26977293766,6.450269772937659,25.801079091750637
271,6037.019835864179,6.03701983586418,24.14807934345672
272,6457.441021502534,6.457441021502533,25.829764086010133
273,6818.635240177333,6.818635240177333,27.27454096070933
274,4959.689957007461,4.959689957007461,19.838759828029843
275,12152.53993875499,12.15253993875499,48.61015975501996
276,9322.18563792243,9.32218563792243,37.28874255168972
277,25459.40509356866,25.459405093568662,101.83762037427465
278,11917.431590750328,11.917431590750327,47.66972636300131
279,8133.433297601029,8.133433297601028,32.533733190404114
280,6428.5708413091115,6.428570841309112,25.714283365236447
281,2216.868996173034,2.2168689961730337,8.867475984692135
282,21373.96758152845,21.37396758152845,85.4958703261138
283,10498.281378886813,10.498281378886814,41.993125515547256
285,16773.266280269283,16.773266280269283,67.09306512107713
286,47714.45559122059,47.71445559122059,190.85782236488237
287,6209.932656606642,6.209932656606642,24.83973062642657
288,23125.36827672141,23.12536827672141,92.50147310688564
289,23778.072144359794,23.778072144359793,95.11228857743917
290,13495.862831678873,13.495862831678872,53.98345132671549
291,8982.82988730531,8.98282988730531,35.93131954922124
292,13784.193212636255,13.784193212636255,55.13677285054502
293,21942.077970830185,21.942077970830184,87.76831188332073
294,9821.49579440403,9.821495794404031,39.285983177616124
295,14473.931312047103,14.473931312047103,57.89572524818841
296,14280.744335202171,14.28074433520217,57.12297734080868
297,6771.351773728626,6.771351773728625,27.0854070949145
298,16055.424759925696,16.055424759925696,64.22169903970278
299,1628.4851225792456,1.6284851225792456,6.513940490316982
300,12428.097140223572,12.428097140223572,49.71238856089429
301,3404.446101564722,3.404446101564722,13.617784406258888
302,7556.481614047587,7.556481614047587,30.225926456190347
303,2405.5636096315534,2.4055636096315536,9.622254438526214
304,14751.159466042805,14.751159466042806,59.00463786417122
305,10874.372535665432,10.874372535665433,43.49749014266173
306,3465.5713460614816,3.4655713460614814,13.862285384245926
307,8578.817983505125,8.578817983505125,34.3152719340205
308,4212.286006833206,4.212286006833206,16.849144027332823
309,4283.700707417288,4.283700707417288,17.13480282966915
310,5068.930055600345,5.068930055600346,20.275720222401382
311,3195.5925968699294,3.1955925968699295,12.782370387479718
312,7198.833766373606,7.198833766373606,28.795335065494424
313,5820.533681739055,5.820533681739056,23.282134726956222
314,1577.6614605956818,1.5776614605956818,6.310645842382727
315,2265.842778393953,2.265842778393953,9.063371113575812
316,1177.8518467613972,1.1778518467613972,4.711407387045589
317,6805.628248702984,6.805628248702984,27.222512994811936
318,2578.025876994098,2.578025876994098,10.312103507976392
319,15410.524152232005,15.410524152232005,61.64209660892802
320,2024.2206904495433,2.0242206904495434,8.096882761798174
321,2412.9236054181188,2.412923605418119,9.651694421672476
322,6815.916963077876,6.815916963077876,27.263667852311503
323,3873.107942943382,3.873107942943382,15.492431771773528
324,18890.92723434394,18.89092723434394,75.56370893737576
325,22717.49684367367,22.717496843673672,90.86998737469469
327,18328.839506849567,18.328839506849565,73.31535802739826
328,44701.40556617126,44.70140556617126,178.80562226468504
329,44154.80327787345,44.15480327787345,176.6192131114938
330,11503.691331436336,11.503691331436336,46.014765325745344
331,27021.265183657488,27.021265183657487,108.08506073462995
332,25823.43664058142,25.82343664058142,103.29374656232568
333,14327.137783057267,14.327137783057267,57.30855113222907
334,8388.54166804444,8.38854166804444,33.55416667217776
335,15576.268308778468,15.576268308778468,62.30507323511387
336,21410.630329989206,21.410630329989207,85.64252131995683
337,10425.01747540967,10.42501747540967,41.70006990163868
338,11384.469418574146,11.384469418574147,45.53787767429659
339,12737.743294763293,12.737743294763293,50.95097317905317
340,6583.911531967727,6.583911531967726,26.335646127870906
341,17116.39092318008,17.116390923180077,68.46556369272031
342,2963.476430859718,2.963476430859718,11.853905723438872
343,10125.434192624925,10.125434192624926,40.501736770499704
344,1200.2709399537762,1.200270939953776,4.801083759815104
345,4681.118082250432,4.681118082250432,18.724472329001728
346,1604.8248811302824,1.6048248811302823,6.419299524521129
347,15163.207122872846,15.163207122872846,60.652828491491384
348,10234.569803324308,10.234569803324307,40.93827921329723
349,4194.5065397328,4.1945065397328,16.7780261589312
350,7910.704732821259,7.91070473282126,31.64281893128504
351,3914.857621042998,3.914857621042998,15.659430484171992
352,10323.794532453421,10.323794532453421,41.295178129813685
353,5246.047786085689,5.246047786085689,20.984191144342756
354,14104.162615369454,14.104162615369454,56.416650461477815
355,16996.181758330647,16.996181758330646,67.98472703332259
356,6800.852652058074,6.800852652058074,27.203410608232296
357,2243.149923430805,2.243149923430805,8.97259969372322
358,2406.8972433037115,2.4068972433037117,9.627588973214847
359,1718.1709928870928,1.7181709928870927,6.872683971548371
360,6115.876550343572,6.115876550343572,24.463506201374287
361,1267.0732664879351,1.2670732664879352,5.068293065951741
362,13220.898362892367,13.220898362892367,52.88359345156947
363,1010.5396749807634,1.0105396749807634,4.042158699923053
364,324.42856469324903,0.32442856469324904,1.2977142587729962
365,5129.129889410472,5.129129889410472,20.51651955764189
366,6250.122302431155,6.250122302431155,25.00048920972462
367,4911.231392389225,4.911231392389225,19.6449255695569
368,28574.37861646545,28.57437861646545,114.2975144658618
369,3550.9408352911037,3.5509408352911036,14.203763341164414
370,15538.0639677386,15.538063967738601,62.152255870954406
371,19220.284088597262,19.22028408859726,76.88113635438904
372,43511.59150648932,43.51159150648932,174.04636602595727
373,2780.067259028604,2.780067259028604,11.120269036114417
374,20394.78841957009,20.39478841957009,81.57915367828036
375,18407.314291904648,18.407314291904648,73.62925716761859
376,19782.323655189255,19.782323655189256,79.12929462075702
377,16307.844037770068,16.307844037770067,65.23137615108027
378,10902.505309208153,10.902505309208152,43.61002123683261
379,7167.054319780292,7.167054319780291,28.668217279121166
380,24709.56397371408,24.70956397371408,98.83825589485632
381,22320.011101702847,22.320011101702846,89.28004440681138
382,13210.988322658417,13.210988322658418,52.84395329063367
383,26230.812579537953,26.230812579537954,104.92325031815182
384,11198.694511192138,11.198694511192137,44.79477804476855
385,25674.874546520226,25.674874546520225,102.6994981860809
386,12984.880353759647,12.984880353759646,51.939521415038584
387,14405.12561924936,14.40512561924936,57.62050247699744
388,5503.40215504298,5.50340215504298,22.01360862017192
389,10851.605267750145,10.851605267750145,43.40642107100058
390,10429.457626078409,10.429457626078408,41.71783050431363
391,22181.877767288384,22.181877767288384,88.72751106915354
392,15362.334319614516,15.362334319614517,61.44933727845807
393,9426.840823114551,9.426840823114551,37.707363292458204
394,13287.647144211647,13.287647144211647,53.15058857684659
395,9162.22894229355,9.16222894229355,36.6489157691742
396,5993.538710580478,5.993538710580478,23.974154842321912
397,7659.138202029213,7.659138202029213,30.636552808116853
398,19804.81653184225,19.80481653184225,79.219266127369
399,5019.881069775389,5.019881069775389,20.079524279101555
400,1776.2703442641832,1.7762703442641832,7.105081377056733
401,3324.765474316478,3.324765474316478,13.299061897265911
402,3802.2553789399753,3.8022553789399756,15.209021515759902
403,3542.6213011642567,3.5426213011642567,14.170485204657027
404,10659.133504285697,10.659133504285697,42.636534017142786
405,7621.812835035757,7.621812835035757,30.48725134014303
406,16464.59453965599,16.46459453965599,65.85837815862396
407,5070.811400690728,5.070811400690728,20.28324560276291
408,4705.175933155938,4.705175933155938,18.820703732623752
409,6945.805057467622,6.945805057467622,27.783220229870487
410,13074.65475020069,13.07465475020069,52.29861900080276
411,1876.0151063704516,1.8760151063704515,7.504060425481806
412,27214.124084517625,27.214124084517625,108.8564963380705
413,3018.0013512396013,3.0180013512396013,12.072005404958405
414,4905.8293162370865,4.905829316237086,19.623317264948344
415,23025.01899745701,23.02501899745701,92.10007598982804
416,45826.10668918087,45.826106689180875,183.3044267567235
417,9589.02859515015,9.58902859515015,38.3561143806006
418,26166.427163477743,26.166427163477742,104.66570865391097
419,23515.428962029204,23.515428962029205,94.06171584811682
420,23458.918804716544,23.458918804716543,93.83567521886617
421,18459.965429852437,18.459965429852435,73.83986171940974
422,12640.191652743088,12.640191652743088,50.56076661097235
423,8443.339239595249,8.443339239595248,33.773356958380994
424,4122.582148863733,4.122582148863733,16.490328595454933
425,17221.68463658468,17.22168463658468,68.88673854633872
426,15262.039975545558,15.262039975545559,61.048159902182235
427,9981.91676445824,9.981916764458239,39.927667057832956
428,11075.82495309034,11.07582495309034,44.30329981236136
429,10306.297817441111,10.306297817441111,41.225191269764444
430,14531.048209264918,14.531048209264918,58.124192837059674
431,6860.397973564154,6.8603979735641545,27.441591894256618
432,7665.854799223561,7.665854799223561,30.663419196894242
433,3422.1223471126923,3.4221223471126923,13.688489388450769
434,6734.980325018245,6.7349803250182445,26.939921300072978
435,16098.292198366631,16.098292198366632,64.39316879346653
436,11810.728878327216,11.810728878327216,47.242915513308866
437,4047.255659591904,4.0472556595919045,16.189022638367618
438,4315.269243031108,4.315269243031108,17.26107697212443
439,7891.645416335842,7.891645416335842,31.566581665343367
440,4392.676928684238,4.392676928684238,17.57070771473695
441,2870.095093306791,2.8700950933067912,11.480380373227165
442,3358.8108457428634,3.3588108457428634,13.435243382971453
443,14046.529924473107,14.046529924473107,56.18611969789243
444,2028.5013624760363,2.028501362476036,8.114005449904145
445,2223.7527724967576,2.223752772496758,8.895011089987031
446,4159.18807684424,4.15918807684424,16.63675230737696
447,4221.915306460897,4.221915306460898,16.88766122584359
449,4667.5565986946,4.6675565986946,18.6702263947784
450,2590.7979666557812,2.5907979666557814,10.363191866623126
451,15870.094278208066,15.870094278208066,63.480377112832265
452,3445.666870981486,3.445666870981486,13.782667483925945
453,1835.4352604824305,1.8354352604824304,7.341741041929722
454,1835.4352604824305,1.8354352604824304,7.341741041929722
455,8131.652939816357,8.131652939816357,32.52661175926543
456,3235.9152876293956,3.2359152876293957,12.943661150517583
457,31751.020567890115,31.751020567890116,127.00408227156046
458,14256.874722246037,14.256874722246037,57.02749888898415
459,12130.742411159381,12.130742411159382,48.52296964463753
460,18026.832248776656,18.026832248776657,72.10732899510663
461,42527.88403238507,42.52788403238507,170.11153612954027
462,2116.943587133628,2.116943587133628,8.467774348534512
463,4931.875240728936,4.931875240728936,19.727500962915745
464,19994.648832734834,19.994648832734836,79.97859533093934
466,6797.597772493808,6.797597772493808,27.190391089975233
467,16076.148552778735,16.076148552778736,64.30459421111495
468,17167.09983817407,17.167099838174067,68.66839935269627
469,16369.580643820815,16.369580643820814,65.47832257528326
470,15140.23906093541,15.140239060935409,60.560956243741636
471,6682.330476234441,6.6823304762344415,26.729321904937766
472,16420.44882943979,16.42044882943979,65.68179531775915
473,9858.020610875876,9.858020610875876,39.432082443503504
474,6886.697748869498,6.886697748869499,27.546790995477995
475,11756.66919422708,11.756669194227081,47.026676776908324
476,13701.243095306927,13.701243095306927,54.80497238122771
477,8013.820089257959,8.013820089257958,32.05528035703183
478,8294.330569327625,8.294330569327625,33.1773222773105
479,11413.92541213886,11.41392541213886,45.65570164855544
480,8225.311022545158,8.225311022545158,32.90124409018063
481,10845.678459548142,10.845678459548143,43.38271383819257
482,24078.834607210327,24.078834607210325,96.3153384288413
483,4405.952592026582,4.4059525920265825,17.62381036810633
484,8639.903638068274,8.639903638068274,34.559614552273096
485,8804.732177322154,8.804732177322153,35.21892870928861
486,11856.445518392025,11.856445518392025,47.4257820735681
487,4565.65315175451,4.56565315175451,18.26261260701804
488,3908.4202756501345,3.9084202756501343,15.633681102600537
489,3540.4624453646215,3.5404624453646214,14.161849781458486
490,14975.926011868118,14.975926011868118,59.90370404747247
491,2071.6919142155684,2.0716919142155685,8.286767656862274
492,1787.2303711989755,1.7872303711989754,7.148921484795902
493,5008.140843846004,5.008140843846004,20.032563375384015
494,4843.867767769923,4.843867767769924,19.375471071079694
496,4667.5565986946,4.6675565986946,18.6702263947784
497,2147.5162714015423,2.147516271401542,8.590065085606168
498,16126.724645215172,16.126724645215173,64.50689858086069
499,4022.9325644076257,4.0229325644076255,16.091730257630502
500,1771.6408375479452,1.7716408375479453,7.086563350191781
501,1489.8046343727333,1.4898046343727334,5.959218537490933
502,7889.137117384258,7.889137117384258,31.55654846953703
503,4107.7550976446055,4.107755097644605,16.43102039057842
504,23447.734381145692,23.447734381145693,93.79093752458277
505,19297.938084888065,19.297938084888063,77.19175233955225
506,11110.242884405603,11.110242884405602,44.44097153762241
507,20458.077885388357,20.458077885388356,81.83231154155342
508,41580.616742037644,41.58061674203764,166.32246696815056
509,40952.57670941627,40.95257670941627,163.81030683766508
510,10751.294338922089,10.751294338922088,43.00517735568835
511,22040.15965956416,22.04015965956416,88.16063863825664
512,2224.23199342171,2.22423199342171,8.89692797368684
513,11588.42742453213,11.58842742453213,46.35370969812852
514,2774.574891463482,2.774574891463482,11.098299565853928
515,7432.54006131168,7.43254006131168,29.73016024524672
516,8538.661324622552,8.538661324622552,34.15464529849021
517,15799.361231189505,15.799361231189504,63.19744492475802
518,15137.255657732165,15.137255657732165,60.54902263092866
519,17720.125365213666,17.720125365213665,70.88050146085466
520,6781.313204152031,6.781313204152031,27.125252816608125
521,23763.077587471704,23.763077587471702,95.05231034988681
522,27319.713617533536,27.319713617533537,109.27885447013415
523,16644.25904752103,16.644259047521032,66.57703619008413
524,15441.576903497156,15.441576903497156,61.76630761398862
525,17220.425667465563,17.220425667465562,68.88170266986225
526,9450.35314720206,9.45035314720206,37.80141258880824
527,10646.40151755365,10.646401517553649,42.585606070214595
528,12782.846580605801,12.782846580605801,51.131386322423204
529,6336.279886615533,6.336279886615532,25.34511954646213
530,23298.984647844536,23.298984647844534,93.19593859137814
531,23832.8148477892,23.832814847789198,95.33125939115679
532,4272.947373006475,4.272947373006475,17.0917894920259
533,11107.378458294315,11.107378458294315,44.42951383317726
534,6131.757610500669,6.131757610500669,24.527030442002676
535,4581.920579577673,4.581920579577673,18.327682318310693
536,5003.176239206847,5.003176239206847,20.01270495682739
