grid_id,碳排放_carbon_emission_kg (kgCO2/KM/d),人口密度 (千人/km²),休闲POI数量 (个),办公POI数量 (个),公共服务POI数量 (个),交通设施POI数量 (个),居住POI数量 (个),道路密度 (KM/KM²),地铁站点数量 (个),公交站点数量 (个),标准化土地混合熵,到市中心距离 (km),到最近公交距离 (km)
2185,0.1473916,1.53,1,2,1,1,0,81.12939045,0,0,0.827729377,13.77038827,0.736321844
2186,0,1.53,17,7,3,7,2,73.84396536,0,0,0.844276496,14.15507656,0.583567247
2187,0,1.53,90,5,18,2,3,11.79127689,0,0,0.490759307,14.54677943,0.502015898
2188,0,1.53,12,2,7,3,4,10.96987952,0,0,0.879503301,14.94494534,0.539090965
2189,0,1.02,1,2,3,5,2,21.9493817,0,0,0.919036886,15.34907132,0.440052609
2190,0,1.02,20,1,13,4,1,91.99529908,0,0,0.702183986,15.75869886,0.480062498
2191,0,1.02,10,1,12,8,3,23.26363597,0,0,0.861100007,16.17340994,0.827229052
2192,0,1.02,0,2,0,0,0,18.29461822,0,0,0,16.5928234,1.259282032
2193,0,1.02,0,0,0,0,0,,0,0,0,17.01659155,1.728373387
2194,0,1.02,0,0,1,0,0,4.826668348,0,0,0,17.44439702,2.211053572
2195,0,1.02,23,8,9,3,0,23.22983126,0,0,0.721165362,17.87594995,2.700044672
2196,0,1.02,0,0,0,0,0,,0,0,0,18.31098539,3.192448051
2197,0,1.02,0,0,0,0,0,48.48674369,0,0,0,18.74926093,3.686896783
2198,0,1.02,0,1,1,2,1,108.6669369,0,0,0.827729377,19.19055457,4.182665564
2199,0,1.02,0,0,0,1,0,8.343483539,0,0,0,19.63466282,4.679334841
2200,0,1.02,3,5,0,2,0,29.18391364,0,0,0.639759388,14.11036217,4.117879019
2201,0,1.02,4,7,1,0,0,27.84648709,0,0,0.551555465,13.74208572,3.878811911
2202,0,1.02,28,6,17,5,2,54.26489639,0,0,0.79118756,13.38235851,3.692348314
2203,0,1.02,20,4,6,0,1,30.663192,0,0,0.606166818,13.03188853,3.479985116
2204,0,1.02,2,3,0,0,0,128.8252404,0,0,0.41816566,12.69144271,3.110000112
2205,0,1.02,0,3,0,0,0,28.17245274,0,0,0,12.36184927,2.780989928
2206,0,1.02,0,0,1,1,0,,2,0,0.430676558,12.0439992,2.509125199
2207,0,1.02,0,3,0,1,0,5.333931979,0,0,0.34939847,11.73884646,2.182248146
2208,0.169238444,1.02,0,0,0,0,0,26.81309649,0,0,0,11.4474065,1.718899749
2209,0.261652358,1.02,0,0,0,0,0,45.64781564,0,0,0,11.17075265,1.283365
2210,0.415235296,1.02,0,2,0,0,0,20.69256112,0,0,0,10.91000982,0.916206909
2211,0.833532334,1.02,0,0,0,0,0,23.09989422,0,0,0,10.6663449,0.725768542
2212,0.974519334,1.02,1,0,0,0,0,33.99738099,0,0,0,10.44095364,0.746693692
2213,2.066960612,1.02,2,1,4,2,2,22.5280848,0,3,0.941762301,10.23504334,0.264146198
2214,2.79906104,1.02,13,10,13,8,3,48.25632247,0,2,0.942724182,10.04981152,0.215593941
2215,2.022371493,1.02,93,20,55,25,11,33.11253719,0,4,0.841232713,9.886420534,0.165207864
2216,1.513260081,1.02,38,6,30,12,2,25.89008255,0,3,0.789276918,9.745968928,0.050431931
2217,0.577406463,1.02,23,4,16,20,6,26.58544556,0,4,0.895669459,9.629460509,0.230308934
2218,1.058270469,1.02,22,7,25,29,12,26.01526906,0,3,0.935610364,9.537772751,0.112033238
2219,2.626585523,1.02,86,28,61,42,14,35.98681661,1,6,0.904111363,9.471626492,0.045709622
2220,2.217520624,1.02,113,18,51,33,11,31.92155378,0,1,0.815253815,9.431559138,0.253348495
2221,1.948940242,1.02,74,10,63,39,70,14.91930791,0,1,0.914400418,9.417903542,0.24056566
2222,1.915480314,1.02,7,7,37,10,3,3.677585333,0,0,0.76696152,9.430774437,0.417749965
2223,2.243776853,1.02,57,9,45,5,5,37.72795598,0,1,0.732597645,9.470063666,0.242048881
2224,1.728414832,1.02,4,0,7,1,1,24.56741556,0,0,0.677627553,9.535444678,0.496470894
2225,2.139925097,1.02,29,8,40,17,13,27.92594367,0,0,0.909596177,9.626385851,0.738197841
2226,1.908042004,1.02,12,5,6,2,2,21.95077228,0,0,0.865229158,9.742171417,0.902524349
2227,1.129000336,1.02,16,27,11,11,2,22.54552916,0,0,0.873813923,9.881928115,0.890397226
2228,5.115591833,1.02,1,1,1,5,0,47.9554108,0,0,0.667029674,10.04465543,1.036651465
2229,0.401200232,1.53,1,0,2,1,0,132.0725321,0,0,0.646014837,10.22925716,0.966133192
2230,0.222879221,1.53,5,0,2,0,0,155.408175,0,0,0.371725796,10.43457241,0.796961719
2231,0.496749206,1.53,1,0,1,5,2,17.58059887,0,0,0.713950932,10.65940433,0.588101022
2232,3.757889681,1.53,0,0,2,5,2,19.78846247,0,0,0.61824503,10.90254558,0.36659137
2233,2.194256149,1.53,16,8,15,12,3,42.33430601,0,3,0.928236617,11.1627998,0.070723134
2234,2.205209182,1.53,5,7,5,9,6,50.9565205,0,1,0.983693987,11.43899903,0.035444056
2235,1.8630209,1.53,1,1,3,8,3,33.91577631,0,3,0.820714072,11.73001697,0.09912922
2236,0.30903777,1.53,11,6,5,2,3,41.50068034,0,1,0.900495423,12.03477866,0.236144973
2237,0.002445393,1.479,13,1,4,0,1,36.21652903,0,0,0.557724022,12.35226687,0.397901322
2238,0.368142326,1.479,0,1,1,1,0,48.89735303,0,2,0.682606194,12.68152578,0.080689289
2239,0.91810489,1.479,264,126,33,10,0,63.69712198,0,0,0.586604396,13.02166255,0.38271651
2240,0.152939996,1.479,161,88,21,12,2,51.19189554,0,3,0.64990058,13.3718471,0.065821154
2241,0.185548037,1.479,0,1,1,8,0,62.75553037,1,0,0.397052819,13.73131073,0.528696537
2242,0.027647764,1.479,1,3,5,1,3,51.49467265,0,0,0.894028244,14.09934373,1.008800957
2243,0.056667384,1.479,0,3,3,3,5,11.78048252,0,0,0.843777388,14.4752925,1.083502103
2244,0,1.479,54,10,31,1,12,10.75648082,0,0,0.753464685,14.8585562,0.982695136
2245,0,1.199,8,3,4,5,2,46.09632989,0,0,0.934626226,15.24858327,0.985783766
2246,0,1.199,16,0,8,6,4,67.18843312,0,0,0.778561395,15.64486788,0.910280783
2247,0,1.199,4,1,7,6,0,115.9255085,0,0,0.763192132,16.04694645,0.930282112
2248,0,1.199,36,1,16,8,1,54.22360561,0,0,0.66020543,16.45439424,1.184161522
2249,0,1.008,0,2,0,0,0,27.08394259,0,0,0,16.86682214,1.531526339
2250,0,1.008,11,2,5,5,1,10.36133088,0,0,0.839210442,17.28387365,1.935731453
2251,0,1.008,3,2,6,1,1,25.53745488,0,0,0.856087394,17.70522205,2.376665645
2252,0,1.008,24,3,16,1,4,19.27372235,0,0,0.729316768,18.13056776,2.837256231
2253,0,0.638,1,7,3,0,0,19.8121953,0,0,0.534327714,18.55963595,3.309306008
2254,0,0.638,0,1,1,0,0,19.46027888,0,0,0.430676558,18.99217433,3.788533962
2255,0,0.638,0,3,0,0,0,94.71556052,0,0,0,19.42795114,4.272525356
2256,0,0.638,0,0,0,0,0,60.0269247,0,0,0,19.86675325,4.759827334
2257,0,0.778,1,2,0,5,0,23.51751167,0,0,0.559360535,15.57377357,4.731518502
2258,0,0.778,0,0,0,0,0,,0,0,0,15.19161027,4.358585379
2259,0,0.778,1,0,0,0,0,,0,0,0,14.81646455,4.013385812
2260,0,0.778,0,0,1,0,0,19.65940328,0,0,0,14.44888304,3.701635425
2261,0,0.918,0,0,0,0,0,7.972221414,0,0,0,14.08945778,3.433709226
2262,0,0.918,1,6,1,0,0,23.02495865,0,0,0.45706761,13.73882892,3.221585522
2263,0,0.918,0,2,2,1,0,87.64082604,0,0,0.655458754,13.39768709,3.076827506
2264,0,0.918,1,1,0,0,0,83.23856377,0,0,0.430676558,13.06677537,2.777075061
2265,0,0.969,0,2,0,0,0,83.23856377,0,0,0,12.74689052,2.40290453
2266,0,0.969,0,1,0,1,0,81.36585439,0,0,0.430676558,12.43888329,2.082247456
2267,0,0.969,0,1,0,0,0,2.996057885,0,0,0,12.14365747,1.843246796
2268,0,0.969,0,0,0,0,0,1.634451062,0,0,0,11.86216743,1.574044845
2269,0,1.02,0,0,0,0,0,,0,0,0,11.59541355,1.081677656
2270,0,1.02,0,0,0,0,0,25.70958252,0,0,0,11.34443541,0.602026518
2271,0,1.02,0,0,0,3,0,45.56582325,0,2,0,11.11030216,0.234190743
2272,0,1.02,0,1,0,0,0,19.78187009,0,0,0,10.89409994,0.448733939
2273,0,0.969,2,1,0,2,2,75.39482407,0,2,0.83991062,10.69691605,0.208262199
2274,0.2714937,0.969,1,2,1,0,0,47.63625867,0,0,0.646014837,10.51981997,0.419313332
2275,0.583014361,0.969,10,4,4,6,5,25.32008295,0,0,0.958518982,10.36384155,0.413959857
2276,0.923145152,0.969,71,12,47,27,7,21.92870571,1,3,0.834797731,10.22994677,0.271032664
2277,0.719167907,0.969,194,15,70,57,19,38.07963046,0,6,0.766996233,10.11901232,0.206648449
2278,1.871680766,0.969,160,20,103,36,18,25.1848859,0,9,0.794672691,10.03179992,0.148960243
2279,1.744729449,0.969,44,65,55,52,17,29.2999805,0,6,0.955255309,9.968932192,0.021516748
2280,1.211826108,0.969,89,32,58,47,20,35.86561551,0,3,0.928320095,9.930871483,0.19235222
2281,2.395294587,1.02,89,7,73,30,94,13.30215929,0,2,0.867051475,9.917903396,0.098220204
2282,2.204996633,1.02,37,3,39,2,9,11.92673641,0,0,0.718282866,9.930126239,0.426365924
2283,1.457707735,1.02,437,44,98,36,14,37.48337967,0,2,0.607153002,9.96744734,0.133777616
2284,1.661744445,1.02,68,3,66,28,5,46.0123333,0,2,0.749246762,10.02958652,0.048810492
2285,2.323842965,1.02,181,31,101,29,20,63.20200571,0,0,0.792459916,10.11608646,0.548484428
2286,1.926613254,1.02,23,27,26,6,14,27.5151614,0,0,0.936310289,10.22632899,1.0484693
2287,1.683597115,1.02,10,0,2,10,4,47.27184808,0,0,0.75820394,10.35955616,1.269640779
2288,0.698498932,1.02,2,0,1,1,0,167.8300635,0,0,0.646014837,10.51489435,1.134135517
2289,0.010268765,1.02,5,0,4,0,0,144.3083908,0,0,0.426833226,10.69137983,0.867326538
2290,0.034519852,1.02,0,0,2,0,0,14.17766647,0,0,0,10.88798429,0.658728744
2291,0.478091257,1.02,0,0,1,0,0,17.99748002,0,0,0,11.1036391,0.44223845
2292,2.799861134,1.02,9,2,7,2,0,22.52759227,0,1,0.737700545,11.33725719,0.205676131
2293,1.56621194,1.53,17,4,10,17,4,26.52089176,0,2,0.896385737,11.58775216,0.144293694
2294,0.486957728,1.53,16,0,7,8,2,35.7117658,0,0,0.741462178,11.85405413,0.471407621
2295,0.567079719,1.53,5,3,2,5,1,11.66568477,0,0,0.915883001,12.13512253,0.353006483
2296,0.755972434,1.53,167,25,5,12,5,29.37409546,0,0,0.485537673,12.42995568,0.373488211
2297,0.278535094,2.295,65,33,8,3,1,88.87733841,0,0,0.623603084,12.73759779,0.329875409
2298,0.429341587,2.295,0,5,0,2,3,37.97466331,0,2,0.639759388,13.05714352,0.279981569
2299,0.296258183,2.295,0,2,1,0,0,51.12324867,0,0,0.395488489,13.38774052,0.437662227
2300,0.256345998,2.295,0,0,5,3,1,95.13140519,0,1,0.582121435,13.72859044,0.20490568
2301,0.109949359,2.295,0,0,0,1,3,97.85216812,0,0,0.34939847,14.07894864,0.620298046
2302,0.048953897,2.295,11,2,6,4,4,57.31632929,0,0,0.906310002,14.43812295,1.107949906
2303,0,2.295,41,2,10,3,3,8.695636178,0,0,0.603584085,14.80547175,1.57031401
2304,0,2.295,179,28,79,4,21,25.21177867,0,0,0.696385165,15.18040161,1.476265389
2305,0,1.53,34,5,16,2,2,60.27198559,0,0,0.689758165,15.56236461,1.467283271
2306,0,1.53,13,1,4,3,1,51.25767929,0,0,0.72915287,15.95085552,1.401276528
2307,0,1.53,2,3,1,2,1,96.23931119,0,0,0.946265187,16.34540887,1.414351304
2308,0,1.53,9,6,5,4,1,52.44582444,0,0,0.903519181,16.74559615,1.592860106
2309,0,1.02,25,1,5,3,3,52.09926668,0,0,0.646410062,17.151023,1.89050708
2310,0,1.02,0,1,0,0,0,50.05623613,0,0,0,17.56132652,2.237596467
2311,0,1.02,0,4,2,2,1,56.78634906,0,0,0.790976978,17.9761728,2.628368559
2312,0,1.02,2,2,1,2,0,51.6168942,0,0,0.83991062,18.39525449,3.051197242
2313,0,1.02,3,0,3,1,0,17.0865893,0,0,0.623970931,18.81828864,3.49446533
2314,0,1.02,0,0,0,0,0,9.329052932,0,0,0,19.24501459,3.951299947
2315,0,1.02,0,0,0,0,0,44.39133947,0,0,0,19.67519214,4.417494155
2316,0,1.02,0,0,0,0,0,82.99881518,0,0,0,20.10859978,4.890371963
2317,0,1.02,0,0,0,0,0,23.96596915,0,0,0,20.54503309,5.368167403
2318,0,1.02,0,0,0,0,0,23.51751167,0,0,0,15.89686522,4.428815965
2319,0,1.02,0,0,0,0,0,,0,0,0,15.52265838,4.027953578
2320,0,1.02,0,0,0,0,0,,0,0,0,15.15570924,3.651631032
2321,0,1.02,1,7,3,0,0,19.86238688,0,0,0.534327714,14.79655777,3.308233421
2322,0,1.02,0,1,0,0,0,19.86238688,0,0,0,14.44578559,3.005916874
2323,0,1.02,0,1,1,2,0,16.50289292,0,0,0.646014837,14.10401789,2.761121236
2324,0,1.02,0,1,1,0,0,94.09393736,0,0,0.430676558,13.77192506,2.590761415
2325,0,1.02,0,0,0,0,0,81.36585439,0,0,0,13.45022376,2.500438181
2326,0,1.02,2,0,0,2,1,81.36585439,0,0,0.655458754,13.13967727,2.077015981
2327,0,1.02,0,2,0,0,0,1.996928127,0,0,0,12.84109489,1.695818289
2328,0,1.02,1,0,0,0,0,7.278888721,0,0,0,12.55533024,1.391978432
2329,0,1.02,0,1,0,0,0,9.684942702,0,0,0,12.28327793,1.224503262
2330,0,1.02,4,0,0,1,0,31.07968892,0,0,0.310917507,12.02586862,0.870015347
2331,0,1.02,0,0,0,0,0,44.15972263,0,0,0,11.78406193,0.577017936
2332,0,1.02,1,0,2,5,1,44.15972263,0,0,0.713950932,11.55883709,0.279009197
2333,0,1.02,0,2,4,2,1,28.73633478,0,0,0.790976978,11.35118118,0.41381072
2334,0,1.02,1,1,1,1,0,36.45139187,0,1,0.861353116,11.16207479,0.265853044
2335,0,1.02,0,4,0,0,0,32.7300702,0,0,0,10.99247529,0.508508469
2336,0.007261011,1.02,1,4,0,0,0,35.40429563,0,0,0.310917507,10.84329803,0.685912566
2337,0.344047251,1.02,32,4,17,14,4,29.13331079,0,2,0.836132504,10.71539601,0.191489398
2338,1.210225404,1.02,44,6,24,10,7,42.100779,0,0,0.821478528,10.60953868,0.282949116
2339,1.463339619,1.02,125,15,60,37,12,21.23169791,0,7,0.800005621,10.52639113,0.017354581
2340,1.133329736,1.02,88,32,39,46,19,34.89155267,0,6,0.92190232,10.46649462,0.05463692
2341,1.073056739,1.02,29,10,28,24,11,59.47998412,0,5,0.944903817,10.43024971,0.208557297
2342,3.054532931,1.02,421,9,109,58,54,45.76302521,1,7,0.660007146,10.41790326,0.202890336
2343,2.270782094,1.02,342,24,113,30,110,54.48207262,0,2,0.756778939,10.42954015,0.228520657
2344,2.450322089,1.02,32,18,107,14,5,44.39745405,0,3,0.713434653,10.46508037,0.109440239
2345,2.128369481,1.02,62,4,60,22,6,27.74237041,0,3,0.76597294,10.52428176,0.08365283
2346,2.422627547,1.02,96,21,57,11,9,45.02925031,0,0,0.779058866,10.60674813,0.46120298
2347,1.117142271,1.02,77,28,43,6,5,37.56527011,0,0,0.772376662,10.71194218,0.786271943
2348,0.623652673,1.02,3,1,2,6,2,75.30512489,0,0,0.893294132,10.83920221,0.769910859
2349,0.36280854,1.02,1,1,1,1,1,145.243957,0,0,1,10.98776155,0.833832763
2350,0.080357808,1.02,5,0,2,1,0,31.55428688,0,0,0.559360535,11.15676939,0.429363503
2351,0.206958134,1.02,32,1,30,13,1,39.44840462,0,1,0.711623821,11.34531192,0.169553891
2352,0.859348749,1.02,8,2,11,11,5,44.8794722,0,1,0.919932559,11.55243273,0.078812251
2353,1.400402654,1.53,31,1,23,10,9,39.80790277,0,3,0.815543869,11.77715166,0.142375083
2354,0.972725303,1.53,29,1,9,8,1,28.7524129,0,4,0.669948127,12.01848163,0.142339509
2355,0.15745561,1.53,0,0,2,1,1,22.04345933,0,0,0.646014837,12.27544297,0.375121589
2356,0.017743901,1.53,1,0,0,0,0,4.53767569,0,0,0,12.54707533,0.798701114
2357,0.05075484,1.53,0,5,2,0,0,48.93179577,0,0,0.371725796,12.83244711,0.713076036
2358,0.178250064,1.53,29,5,7,0,1,88.40451379,0,1,0.55715968,13.13066252,0.281618826
2359,0.094769493,1.53,2,0,3,5,0,140.6108918,0,2,0.639759388,13.44086669,0.152230755
2360,0.164734965,1.53,21,6,11,6,1,108.6079245,0,2,0.821361693,13.76224897,0.054690376
2361,0.094840275,1.428,55,10,15,16,14,148.5234528,1,2,0.85684736,14.09404471,0.216570083
2362,0,1.428,4,3,5,14,1,99.31067454,0,0,0.808945612,14.43553586,0.689038892
2363,0.093774558,1.428,3,1,8,5,5,84.13244316,0,0,0.903115571,14.78605069,1.184333816
2364,0,1.428,32,25,11,4,14,19.73837841,0,0,0.887422306,15.14496267,1.682414509
2365,0,1.428,97,5,55,5,27,20.93697288,0,0,0.72803991,15.51168894,1.973076093
2366,0,1.428,2,1,2,5,0,27.61134185,0,0,0.758405935,15.88568831,1.958078333
2367,0,1.428,0,1,1,0,0,32.66492215,0,0,0.430676558,16.26645912,1.896982002
2368,0,1.428,6,1,3,4,1,83.7466869,0,0,0.87107769,16.65353691,1.906660541
2369,0,1.479,2,2,4,4,0,19.28572814,0,0,0.826165047,17.04649205,2.042588583
2370,0,1.479,0,2,0,0,0,47.76127988,0,0,0,17.44492736,2.282319396
2371,0,1.479,0,1,0,0,1,59.57179073,1,0,0.430676558,17.84847584,2.597266934
2372,0,1.479,0,0,1,1,0,58.10954113,0,0,0.430676558,18.25679844,2.944164223
2373,0,1.53,0,0,0,0,0,39.17433847,0,0,0,18.6695819,3.327098782
2374,0,1.53,2,2,2,2,0,17.0865893,0,0,0.861353116,19.08653682,3.737789405
2375,0,1.53,2,1,2,0,0,26.41564223,0,0,0.655458754,19.50739571,4.168039463
2376,0,1.53,0,0,0,0,0,13.47509598,0,0,0,19.93191126,4.612378594
2377,0,1.02,2,0,0,0,0,67.84832491,0,0,0,20.35985476,5.067101699
2378,0,1.02,0,0,2,3,0,38.60747571,0,0,0.41816566,20.79101453,5.529647634
2379,0,1.02,0,0,0,0,0,,0,0,0,15.86256044,3.735177846
2380,0,1.02,0,0,0,0,0,13.90998288,0,0,0,15.50365838,3.325891266
2381,0,1.02,0,0,0,0,0,19.48442709,0,0,0,15.15275627,2.944749885
2382,0,1.02,0,0,1,0,0,22.07733713,0,0,0,14.81042274,2.60398031
2383,0,1.02,0,0,0,1,0,22.07733713,0,0,0,14.47726567,2.317103296
2384,0,1.02,0,0,0,0,0,,0,0,0,14.15393304,2.111213374
2385,0,1.02,4,4,1,0,0,21.80479705,0,0,0.599565175,13.84111339,2.011336903
2386,0,1.02,7,4,0,0,0,96.5550753,0,0,0.407273725,13.53953542,1.831403993
2387,0,1.02,5,6,0,0,0,19.88953189,0,0,0.42810551,13.24996674,1.384140481
2388,0,1.02,4,1,0,1,0,19.3946458,0,0,0.539047342,12.97321155,0.988761425
2389,0,1.02,4,2,0,0,0,17.25625949,0,0,0.395488489,12.7101069,0.734474943
2390,0,1.02,2,2,0,5,0,36.61028161,0,0,0.61824503,12.46151743,0.633799286
2391,0,1.02,122,2,44,10,32,25.92494526,0,2,0.695250051,12.22832843,0.17543683
2392,0,1.02,72,1,12,8,1,20.39435256,0,0,0.480512259,12.01143686,0.318081097
2393,0,1.02,0,0,0,2,0,,0,0,0,11.81174055,0.800697493
2394,0,1.02,0,0,0,1,1,4.626784982,0,0,0.430676558,11.63012529,0.735224458
2395,0,1.02,0,2,0,0,0,31.80751869,0,0,0,11.46745018,0.897074216
2396,0,1.02,0,0,0,0,0,13.35172323,0,0,0,11.32453146,0.879868358
2397,0.054022216,1.02,0,0,0,1,1,9.241978459,0,0,0.430676558,11.20212534,0.583404207
2398,0.239991665,1.02,3,1,1,0,0,31.99550757,0,0,0.590436283,11.1009104,0.477301039
2399,0.352501258,1.02,17,2,9,16,1,25.19045576,0,0,0.79548062,11.02147045,0.397629695
2400,0.862779121,1.02,38,11,24,13,4,37.35711998,0,0,0.864449054,10.96427883,0.507268874
2401,4.856012417,1.02,98,9,100,36,8,34.77502058,0,2,0.77141485,10.92968479,0.149917888
2402,9.537811187,1.02,36,4,27,12,3,34.20372591,0,2,0.793314436,10.91790314,0.066462313
2403,6.429342015,1.02,32,9,26,10,8,40.39093078,0,5,0.896000746,10.92900766,0.08476134
2404,3.590256403,1.02,96,11,48,27,4,60.9443804,0,4,0.758577084,10.96292879,0.062807963
2405,2.562284534,1.53,96,13,52,25,8,70.13268034,0,6,0.79386944,11.01945584,0.160938088
2406,2.545339127,1.53,41,11,15,29,4,71.40898577,0,4,0.857853573,11.0982434,0.141767819
2407,1.710438004,1.53,1,3,5,18,2,59.89506505,0,0,0.704798784,11.19882163,0.596681478
2408,0.782665271,1.53,7,6,6,5,2,75.19525447,0,0,0.959593052,11.32060975,0.271178456
2409,0.214388034,1.53,117,8,53,17,9,11.94141924,0,0,0.708813644,11.46293176,0.49877331
2410,0.125381801,1.53,4,7,9,4,4,32.27035714,0,0,0.960179979,11.6250335,0.305559689
2411,0.467431219,1.53,108,20,43,19,7,49.88527311,0,1,0.76928519,11.80610026,0.287128306
2412,0.751912475,1.53,20,5,14,2,1,28.8924261,0,0,0.74985055,12.00527395,0.552486851
2413,0.12037501,1.02,9,1,3,1,0,19.2948073,0,0,0.615829221,12.22166936,0.36783585
2414,0.110942467,1.02,4,2,3,0,0,14.28967506,0,0,0.659147482,12.45438884,0.416822456
2415,0,1.02,16,5,4,1,1,7.619478438,0,0,0.714162577,12.70253521,0.670594946
2416,0,1.02,0,0,0,0,0,32.39349499,0,0,0,12.96522271,1.034482118
2417,0,1.02,3,0,0,0,0,37.26213183,0,0,0,13.24158599,0.9878012
2418,0.052519279,1.02,0,1,9,0,0,19.63594746,0,0,0.201985408,13.53078707,0.736146699
2419,0.169186764,1.02,0,8,2,7,1,57.54674261,0,0,0.703609825,13.83202075,0.61085906
2420,0.252140496,1.02,9,1,13,1,1,12.34424959,0,0,0.679803367,14.14451828,0.541908634
2421,0.079767261,1.02,15,8,13,6,4,65.37310466,0,0,0.934989442,14.46754979,0.648421768
2422,0,1.02,13,35,11,25,21,57.74203499,0,0,0.947391378,14.80042554,0.921044398
2423,0.093774558,1.02,8,34,11,8,3,128.627739,0,0,0.808983036,15.14249634,1.332739575
2424,0,1.02,14,34,12,21,4,130.0438604,0,0,0.888021157,15.49315316,1.789990718
2425,0,1.53,4,1,3,5,0,107.3778788,0,0,0.786521022,15.85182621,2.265378283
2426,0,1.53,12,0,2,1,3,119.9889668,0,0,0.60496209,16.21798365,2.452594814
2427,0,1.53,0,0,1,1,0,116.9641697,0,0,0.430676558,16.59112995,2.394473955
2428,0,1.53,13,2,6,6,2,176.7851885,0,0,0.857732203,16.97080412,2.402148876
2429,0,1.53,0,3,4,0,0,25.99759342,0,0,0.424314663,17.35657776,2.511400591
2430,0,1.53,0,1,1,0,0,49.47685621,0,0,0.430676558,17.74805316,2.709971703
2431,0,1.53,0,3,1,2,0,62.35396019,0,0,0.628420803,18.14486127,2.980060458
2432,0,1.53,0,1,1,1,0,53.88556342,0,0,0.682606194,18.5466598,3.304175243
2433,0,1.53,0,0,0,0,0,,0,0,0,18.95313138,3.6509407
2434,0,1.53,0,6,2,2,0,,0,0,0.590436283,19.36398173,4.028753073
2435,0,1.53,5,2,0,1,0,21.23263235,0,0,0.559360535,19.77893799,4.430839047
2436,0,1.53,0,0,0,0,0,13.47509598,0,0,0,20.19774708,4.851166663
2437,0,66.81,0,0,0,0,0,44.39133947,0,0,0,20.62017426,5.285385636
2438,0,66.81,0,1,0,0,0,40.35140655,0,0,0,21.04600166,5.730338965
2439,0,66.81,2,0,0,0,0,10.5567415,0,0,0,14.85796493,1.901090447
2440,0,66.81,2,1,0,0,0,14.06522253,0,0,0.395488489,14.54309875,1.643897538
2441,0,1.53,0,0,0,0,0,106.9917065,0,0,0,14.23883143,1.51349045
2442,0,1.53,1,1,0,0,0,84.93056633,0,0,0.430676558,13.94585673,1.413386944
2443,0,1.53,0,0,0,0,0,10.1419186,0,0,0,13.664901,1.205547333
2444,0,1.53,1,1,1,0,0,11.94110132,0,0,0.682606194,13.39672044,0.719509804
2445,0,1.02,6,7,4,0,3,42.96584201,0,1,0.829535054,13.14209717,0.281955039
2446,0,1.02,15,5,10,3,15,56.52030923,0,2,0.908796385,12.90183388,0.263672786
2447,0,1.02,92,2,49,5,69,33.49390277,0,2,0.742014641,12.67674709,0.086243783
2448,0,1.02,70,0,16,2,27,10.59656406,0,0,0.613431654,12.46765881,0.486479903
2449,0,1.02,0,0,0,0,0,,0,0,0,12.27538657,0.932417004
2450,0,1.02,2,0,0,0,1,26.68508601,0,0,0.395488489,12.10073199,1.228996407
2451,0,1.02,0,1,0,0,0,34.47648644,0,0,0,11.94446793,1.36047912
2452,0,1.02,2,1,0,0,0,18.21734377,0,0,0.395488489,11.80732457,1.256129216
2453,0,1.02,0,2,1,1,0,44.81352848,0,0,0.646014837,11.68997489,1.069309367
2454,0,1.02,1,1,0,0,1,41.63819385,0,0,0.682606194,11.59301998,0.920071262
2455,0,1.02,1,0,1,0,0,32.76965223,0,0,0.430676558,11.51697493,0.890751183
2456,0.566185306,1.02,1,4,0,0,0,36.46632529,0,0,0.310917507,11.46225593,0.559874627
2457,2.897507489,1.02,21,26,17,17,1,62.66118384,0,2,0.881812507,11.42916927,0.141684112
2458,3.65096979,1.02,3,5,8,14,3,32.55508687,0,2,0.888010971,11.41790303,0.052634893
2459,3.073341069,1.02,4,0,2,3,1,29.98891871,0,1,0.795218142,11.42852173,0.079385753
2460,3.846698737,1.02,24,7,22,17,7,47.42862042,0,2,0.926268551,11.46096455,0.065861502
2461,3.110250459,1.02,64,8,44,23,7,73.11368133,0,2,0.819483051,11.51504701,0.045397371
2462,0.862240819,1.02,22,2,32,7,2,22.84120729,0,0,0.726815907,11.59046622,0.371206292
2463,0.505527544,1.02,0,0,2,0,1,78.73574354,0,0,0.395488489,11.68680908,0.580348007
2464,0.642536331,1.02,30,6,25,10,6,73.90025483,0,3,0.86694973,11.80356327,0.201304099
2465,0.398047591,1.53,77,31,51,14,9,43.39737633,0,1,0.849923597,11.94013003,0.258657652
2466,0.362293964,1.53,11,4,4,1,0,31.60774296,0,0,0.697369013,12.09583831,0.708788
2467,0.04766722,1.53,0,4,1,4,4,7.343801025,0,0,0.798597457,12.26995941,0.701039492
2468,0.024663948,1.53,9,4,6,2,0,19.07551648,0,0,0.783412264,12.46172152,0.948718443
2469,0,1.02,4,2,7,2,0,14.4500646,0,0,0.773836036,12.6703237,0.864889878
2470,0,1.02,4,5,1,2,0,48.25666957,0,0,0.768395512,12.8949487,0.897068627
2471,0,1.02,3,1,3,3,0,44.07148825,0,0,0.816330983,13.13477451,1.106258615
2472,0,1.02,0,2,5,3,0,33.85129157,0,0,0.639759388,13.3889843,1.370815315
2473,0,1.02,1,0,0,0,0,3.580512999,0,0,0,13.65677488,1.393924312
2474,0,1.02,0,2,35,0,0,1.086171071,0,0,0.13065643,13.93736343,1.191913098
2475,0,1.02,4,7,12,5,0,53.04310978,0,0,0.804830861,14.22999293,1.066551049
