grid_id,centroid_x,centroid_y,nearest_metro_distance,nearest_metro_name,nearest_bus_distance,nearest_bus_name
87,22962.996616015964,3812020.015138603,2890.577715659151,后卫寨,3091.1863165108152,北沙口村南
88,22962.996616015964,3812520.015138603,3359.908752732541,后卫寨,2980.2099216281317,公交站_1103
89,22962.996616015964,3813020.015138603,3816.4971314631516,沣东自贸园,2512.414724384945,公交站_1102
90,22962.996616015964,3813520.015138603,4201.534195656309,沣东自贸园,2044.6296940643533,公交站_1102
91,22962.996616015964,3814020.015138603,4608.701426657203,沣东自贸园,1596.4941040896776,公交站_1102
92,22962.996616015964,3814520.015138603,5032.630334415095,沣东自贸园,1190.4101238382145,公交站_1102
93,22962.996616015964,3815020.015138603,5469.424771004518,沣东自贸园,886.2048868517511,公交站_1102
94,22962.996616015964,3815520.015138603,5916.235844562036,沣东自贸园,808.4812552083914,公交站_1102
95,22962.996616015964,3816020.015138603,6370.956428298933,沣东自贸园,975.0613545591898,尚稷路西段公交调度站
96,23462.996616015964,3798020.015138603,346.6695741458981,锦业路西,3010.898243491273,608
97,23462.996616015964,3800020.015138603,494.43981826309516,省图高新馆,1563.9670179782147,化龙三路科技二路口
98,23462.996616015964,3800520.015138603,195.3513908779682,天谷四路,1316.0677849670008,化龙三路科技二路口
99,23462.996616015964,3801020.015138603,321.38316834455065,天谷四路,1232.1022668318674,化龙三路科技二路口
100,23462.996616015964,3801520.015138603,692.0879411274902,西晁,954.9566662553932,西三环科技西路口
101,23462.996616015964,3802020.015138603,322.797005930439,西晁,712.690108962712,西三环科技西路口
102,23462.996616015964,3802520.015138603,478.9677398543907,西晁,777.1178471769582,西三环科技西路口
103,23462.996616015964,3803020.015138603,924.4578327889221,西晁,912.613000797998,西三环纬一路口
104,23462.996616015964,3803520.015138603,436.5431999754515,石桥立交,1183.9599251707095,西三环纬一路口
105,23462.996616015964,3804020.015138603,83.14158793496074,石桥立交,1397.7049450807306,红光公园
106,23462.996616015964,3804520.015138603,568.5552583908503,石桥立交,987.8106521484773,红光公园
107,23462.996616015964,3805020.015138603,1067.5193862611707,石桥立交,705.6632734476635,红光公园
108,23462.996616015964,3805520.015138603,1567.1439621945924,石桥立交,713.4239997849136,皂河桥
109,23462.996616015964,3806020.015138603,2014.068885229148,新西北,696.0590864736145,皂河桥
110,23462.996616015964,3806520.015138603,1628.9012652267704,三桥,979.8074812206024,皂河桥
