i_id,运营公司id,共享单车编号,经度,纬度,获取时间
36854492,4312,10200326,108.9799857787601,34.258527464616066,2025-08-08 13:25:51
36858375,4312,10200326,108.97901449553184,34.25945826593336,2025-08-08 13:27:58
36859295,4312,10200326,108.97962078889942,34.25947953557704,2025-08-08 13:30:06
36862904,4312,10200326,108.98091568505949,34.258759003682115,2025-08-08 13:32:15
36864098,4312,10200326,108.98046144695236,34.25871733768473,2025-08-08 13:34:23
36866499,4312,10200326,108.98046536810888,34.25740890973768,2025-08-08 13:36:31
36868903,4312,10200326,108.98114369082964,34.25745307685351,2025-08-08 13:38:39
36871218,4312,10200326,108.98167678571546,34.25788039432686,2025-08-08 13:40:48
36873900,4312,10200326,108.9830533939698,34.25799350759338,2025-08-08 13:42:57
36877788,4312,10200326,108.98367138559632,34.25832327570929,2025-08-08 13:45:05
36878704,4312,10200326,108.9843006789695,34.2571732548963,2025-08-08 13:47:13
36881105,4312,10200326,108.98606937639369,34.25690370196703,2025-08-08 13:49:21
36883508,4312,10200326,108.98447078598016,34.25767222091595,2025-08-08 13:51:29
36885645,4312,10200326,108.98474593244204,34.2576996169885,2025-08-08 13:54:02
36888311,4312,10200326,108.98460190877375,34.257006882528835,2025-08-08 13:55:45
36890704,4312,10200326,108.98536932789249,34.257482298365126,2025-08-08 13:57:53
36893111,4312,10200326,108.98572482081074,34.25736927106501,2025-08-08 14:00:01
36895420,4312,10200326,108.9853384503914,34.25752338375754,2025-08-08 14:02:10
36898104,4312,10200326,108.985698811036,34.25756625923262,2025-08-08 14:04:17
36900509,4312,10200326,108.98586238901144,34.25787492912259,2025-08-08 14:06:25
36902911,4312,10200326,108.98562004647115,34.25827222153756,2025-08-08 14:08:34
36905294,4312,10200326,108.98586974517995,34.258255784358255,2025-08-08 14:10:43
36907716,4312,10200326,108.98606230622424,34.25808536485277,2025-08-08 14:12:50
36910095,4312,10200326,108.9863642790514,34.258908531111004,2025-08-08 14:14:59
36912517,4312,10200326,108.98692296089838,34.25940601074599,2025-08-08 14:17:07
36914900,4312,10200326,108.98771383073644,34.25973389211941,2025-08-08 14:19:14
36917318,4312,10200326,108.98942597546028,34.25949372955128,2025-08-08 14:21:23
36919618,4312,10200326,108.99108027892112,34.2604315347674,2025-08-08 14:23:31
36922318,4312,10200326,108.99110961200968,34.26038875194481,2025-08-08 14:25:39
36925999,4312,10200326,108.9927757418133,34.261227923546066,2025-08-08 14:27:47
36927124,4312,10200326,108.99171422195072,34.2610322698061,2025-08-08 14:29:56
36929526,4312,10200326,108.992923411787,34.26068084422306,2025-08-08 14:32:03
36931931,4312,10200326,108.99345574807884,34.26042656226035,2025-08-08 14:34:11
