grid_id,distance_km
1,14.30099905957653
2,14.508748147865356
3,14.637157243682093
4,13.727486127413865
5,13.808927356475916
6,13.90787813056031
7,14.023967821291038
8,14.156774802570512
9,14.305833501365242
10,14.470641710956462
11,14.650667933065774
12,14.845358542084814
13,15.054144598785392
14,15.276448178789078
15,13.682126432528486
16,13.544119870769878
17,13.119701875293611
18,13.16697294956861
19,13.23298061710816
20,13.317446278128893
21,13.420021413132615
22,13.54029446086852
23,13.67779855989682
24,13.832019838158283
25,14.002405941883456
26,14.188374519985787
27,14.389321418241748
28,14.60462838402811
29,14.833670132291884
30,15.07582067257823
31,15.330458842116434
32,15.596973029017994
33,15.874765101443344
34,16.16325358286791
35,14.165291651062848
36,13.365099512986276
37,13.204865934575588
38,13.061817779627903
39,12.936525154240316
40,12.829508269001632
41,12.741227640320615
42,12.67207485538808
43,12.622364299078349
44,12.621191620881241
45,12.670322698696022
46,12.738904059893866
47,12.826623718082216
48,12.933092258364123
49,13.057851075940743
50,13.200381588406286
51,13.360115023368042
52,13.536442398049543
53,13.728724345466407
54,13.936300495895273
55,14.15849818554142
56,14.394640329930736
57,14.644052362176161
58,14.906068191989666
59,15.180035187783158
60,15.465318220470722
61,15.761302833792405
62,16.067397623031592
63,13.49318300299006
64,13.27812437471003
65,13.078653840069224
66,12.895494780210887
67,12.729351318293288
68,12.58089759685786
69,12.450766390094735
70,12.339537392414737
71,12.247725601796045
72,12.175770274400675
73,12.124024955973486
74,12.092749087414187
75,12.082101632135258
76,12.092137081894759
77,12.1228040718896
78,12.173946686408312
79,12.245308378379072
80,12.33653827618143
81,12.447199524301773
82,12.576779212336803
83,12.72469939581898
84,12.890328703025563
85,13.072994049954032
86,13.27199204295355
87,13.486599725146108
88,13.71608440862041
89,13.959712420479468
90,14.2167566702317
91,14.486503014139275
92,14.768255446624531
93,15.06134018920109
94,15.365108774523295
95,15.678940238773205
96,14.080606902908867
97,13.047370930060968
98,12.824838694684967
99,12.618204583171794
100,12.428261594481604
101,12.255785801773595
102,12.101524076621262
103,11.966180858366334
104,11.850404368342105
105,11.754772777527878
106,11.67978092300533
107,11.62582821856095
108,11.593208405164502
109,11.58210172998259
110,11.592570027468216
111,11.624555010831306
112,11.677879882835414
113,11.75225416318167
114,11.847281429682914
115,11.962469503919266
116,12.097242495308064
117,12.250954058699921
118,12.42290121937967
119,12.612338168022363
120,12.81848951408248
121,13.040562594486916
122,13.277758551006269
123,13.529282002268594
124,13.794349236372032
125,14.072194932315515
126,14.362077481032305
127,14.663283020158348
128,14.97512832290104
129,15.29696269347094
130,13.672285521765005
131,13.385588920430575
132,13.111696690544766
133,12.851427526268488
134,12.605625284809166
135,12.375152046706699
136,12.160879389961805
137,11.963677816427797
138,11.78440436565953
139,11.623888575320404
140,11.48291709321081
141,11.362217403642733
142,11.262441284452079
143,11.184148740240332
144,11.127793240436677
145,11.093709107417457
146,11.082101836659227
147,11.093041984783733
148,11.126463042416642
149,11.182163439708445
150,11.259812545084444
151,11.358960247686836
152,11.479049493168787
153,11.619430994016335
154,11.779379269842542
155,11.958109187529818
156,12.154792252398797
157,12.368572029828773
158,12.598578229909574
159,12.84393914549739
160,13.103792280531962
161,13.377293130129797
162,13.663622171573197
163,13.961990195011435
164,14.271642146707723
165,14.59185968003301
166,14.921962614879515
167,13.577801466548122
168,13.27024084269329
169,12.974663439996197
170,12.691906505299459
171,12.422845491164717
172,12.168388942478801
173,11.929471438983756
174,11.707044382405748
175,11.50206448989514
176,11.315479967186347
177,11.148214486898086
178,11.001149285596172
179,10.875103905805313
180,10.77081632561575
181,10.688923410626513
182,10.629942757904596
183,10.594257047779102
184,10.582101953416721
185,10.59355847251502
186,10.628550252441936
187,10.686846112243424
188,10.76806756966454
189,10.871700811876217
190,10.997112252816136
191,11.143566630981644
192,11.310246532114869
193,11.496272264317039
194,11.700721145869343
195,11.922645456922837
196,12.161088522396819
197,12.415098606441289
198,12.683740487953433
199,12.966104739814423
200,13.261314847402078
201,13.56853237605363
202,13.88696043769494
203,14.215845720750954
204,14.554479341916771
205,13.857827917218446
206,13.519689121474935
207,13.191838131944179
208,12.875060879759182
209,12.570194589408475
210,12.278126541687168
211,11.999791278675296
212,11.7361659024513
213,11.488263117109971
214,11.257121692779114
215,11.043794101853173
216,10.84933120160942
217,10.674764019888425
218,10.521082940381818
219,10.389214869107393
220,10.279999268218404
221,10.194164228256268
222,10.132303966559064
223,10.09485923769308
224,10.082102081754883
225,10.094126101105283
226,10.130843059839775
227,10.191986090119656
228,10.277119237377825
229,10.385652563867623
230,10.516861629567014
231,10.669909929026945
232,10.843872797651056
233,11.03776139485382
234,11.250545585340037
235,11.48117482341868
236,11.728596449873777
237,11.991771096968145
238,12.269685138591347
239,12.561360306840106
240,12.865860721939555
241,13.182297655357193
242,13.5098323761816
243,13.847677429468575
244,14.195096672749438
245,14.551404362012313
246,13.855132473548213
247,13.498418248730443
248,13.15104157759939
249,12.813761896251883
250,12.487397378634407
251,12.172825992760032
252,11.87098530064388
253,11.582870601288432
254,11.309530968359415
255,11.052062707131618
256,10.811599763238474
257,10.589300675613432
258,10.386331795038895
259,10.203846701843608
260,10.042962056724773
261,9.904730497641129
262,9.79011162290763
263,9.699942522875064
264,9.634909667722303
265,9.595524147395883
266,9.582102223486572
267,9.594752856610487
268,9.633373331160996
269,9.697653380875845
270,9.787087434661116
271,9.900993879999637
272,10.038539693096757
273,10.198768480947487
274,10.380629936861093
275,10.583008893700576
276,10.804752500739399
277,11.044694471117031
278,11.301675774787203
279,11.574561532796857
280,11.862254171724256
281,12.163703111827347
282,12.477911393769679
283,12.803939710450685
284,13.140908319707004
285,13.487997287404589
286,13.844445463185671
287,14.209548534039044
288,13.514162811435654
289,13.148201240172712
290,12.791317180422352
291,12.444291645901618
292,12.107972329269076
293,11.7832759996715
294,11.471189678604535
295,11.172770113119308
296,10.889140983507414
297,10.621487217748257
298,10.371045756088362
299,10.139092140471318
300,9.926922422939349
301,9.73583012121436
302,9.567078316144048
303,9.421867482899685
304,9.30130024369772
305,9.206344854582628
306,9.137799786578213
307,9.096262105814546
308,9.082102380823862
309,9.095448477884707
310,9.13617985658908
311,9.203932949018743
312,9.298117072188415
313,9.417939288730334
314,9.562435871905194
315,9.730507651833387
316,9.920956532536412
317,10.132520805730708
318,10.363907430918827
319,10.613820075483817
320,10.88098230642951
321,11.164155826166208
322,11.462154015236825
323,11.773851282698388
324,12.098188847310464
325,12.434177606230179
326,12.780898720409489
327,13.137502481805807
328,13.50320594590568
329,13.877289727307392
330,14.259094274662754
331,13.18334165257089
332,12.807930999443249
333,12.441289959027085
334,12.08421678068864
335,11.737584698768558
336,11.402345983123585
337,11.07953488540667
338,10.770268921203044
339,10.4757478011415
340,10.197249205114574
341,9.936120505977097
342,9.693765525707096
343,9.471625490140337
344,9.271153584293865
345,9.093782939000347
346,8.940888518471896
347,8.813744201974062
348,8.713477274654487
349,8.641023410106525
350,8.59708583952131
351,8.582102556494336
352,8.596224964964296
353,8.639310331638992
354,8.710928903650462
355,8.810384879364909
356,8.936748910013675
357,9.088898747302636
358,9.265564192039696
